Page ID,Page name,Disclaimer,Amount spent (CAD)
109222605784972,TekSavvy Solutions Inc.,TekSavvy Solutions Inc.,2347
113297740077607,Canadian Energy Centre,Canadian Energy Centre,440
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,315
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,231
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,160
172145722975250,PressProgress,PressProgress,152
109045051805492,Made The Canadian Way,Canadian Energy Centre,127
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,116
139019864276,Oxfam Canada,Oxfam Canada,114
1097840090260804,National Police Federation,National Police Federation,104
6319213302,Heart & Stroke,Heart & Stroke,≤100
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,≤100
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,≤100
163336718421,PSAC - AFPC,PSAC - AFPC,≤100
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,≤100
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
179488658767581,ICI Alberta,Radio-Canada,≤100
117109432079,CAMH Foundation,CAMH Foundation,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
104386908631938,Pathways Alliance,Pathways Alliance,≤100
114611064852885,Chris Ross for MLA Lacombe-Ponoka,Christopher Ian Ross,≤100
568938803293644,True North,True North,≤100
105884058088671,Keep Alberta RCMP,National Police Federation,≤100
468862456473344,Together We Can - Addiction Recovery & Education Society,Together We Can - Addiction Recovery & Education Society,≤100
6695079125,TD,TD Bank Canada,≤100
2130035313905321,Miranda Rosin,Miranda Dawn Rosin,≤100
105754167560390,Sumofus Canada,SumOfUs,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
652812671407912,Selam Debs,Selam Debs,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
110676918090127,Kayande For Calgary Elbow NDP,Samir Kayande,≤100
121099651233937,RAVEN,RAVEN Trust,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
