Location name,Amount spent (TWD)
Changhua,6714
Chiayi,1500
Hsinchu,4176
Hsinchu City,6482
Hualien,2532
Kaohsiung,20988
Keelung City,2515
Kinmen,380
Lienchiang,≤100
Miaoli,3142
Nantou,3298
New Taipei City,35832
Penghu,477
Pingtung,4791
Taichung,24270
Tainan,14998
Taipei,26730
Taitung,1528
Taoyuan City,22295
Unknown,2681
Yilan,2278
Yunlin,4469
