Location name,Amount spent (JPY)
Aichi Prefecture,7772
Akita Prefecture,957
Aomori Prefecture,912
Chiba Prefecture,6932
Ehime Prefecture,1192
Fukui Prefecture,974
Fukuoka Prefecture,27767
Fukushima Prefecture,2357
Gifu Prefecture,2390
Gunma Prefecture,1733
Hiroshima Prefecture,2926
Hokkaido,5402
Hyōgo Prefecture,6507
Ibaraki Prefecture,4657
Ishikawa Prefecture,1728
Iwate Prefecture,1281
Kagawa Prefecture,1239
Kagoshima Prefecture,1803
Kanagawa Prefecture,19285
Kumamoto Prefecture,4179
Kyoto Prefecture,3963
Kōchi Prefecture,614
Mie Prefecture,1887
Miyagi Prefecture,7015
Miyazaki Prefecture,1327
Nagano Prefecture,3415
Nagasaki Prefecture,3264
Nara Prefecture,1562
Niigata Prefecture,1747
Okayama Prefecture,2074
Okinawa Prefecture,3368
Osaka Prefecture,14799
Saga Prefecture,2107
Saitama Prefecture,7575
Shiga Prefecture,1890
Shimane Prefecture,694
Shizuoka Prefecture,4314
Tochigi Prefecture,2219
Tokushima Prefecture,1050
Tokyo,115346
Tottori Prefecture,439
Toyama Prefecture,944
Unknown,1560
Wakayama Prefecture,1161
Yamagata Prefecture,1252
Yamaguchi Prefecture,1267
Yamanashi Prefecture,810
Ōita Prefecture,2442
