Page ID,Page name,Disclaimer,Amount spent (LSL),Number of ads in Library
104082538719775,Anonymous Giveaway,These ads ran without a disclaimer,≤100,1
1486199311596755,عقارات باغی شقلاوە,These ads ran without a disclaimer,≤100,1
108367678367599,Mok Reading,These ads ran without a disclaimer,≤100,1
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,≤100,1
