Location name,Amount spent (EUR)
Central Finland,191
Central Ostrobothnia,≤100
Etelä-Savo,≤100
Kainuu,≤100
Kymenlaakso,116
Lapland (Finland),≤100
North Karelia,≤100
Northern Ostrobothnia,260
Ostrobothnia (region),123
Pirkanmaa,424
Pohjois-Savo,150
Päijät-Häme,200
Satakunta,128
South Karelia,≤100
Southern Ostrobothnia,122
Southwest Finland,355
Tavastia Proper,132
Unknown,≤100
Uusimaa,1454
Åland Islands,≤100
