Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
177072498997234,NSW Electoral Commission,NSW Electoral Commission,5966,54
682268945137255,Chris Minns,Chris Minns MP,4467,12
213476079972,Essential Workers Deserve Better,Mark Morey,2523,28
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",2473,2
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,2332,123
24496278123,Unilever,Unilever ANZ,2261,2
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,2114,11
76212817063,CARE Australia,CARE Australia,1898,31
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1805,63
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1756,16
447447719391089,Health Care Providers Association,Health Care Providers Association,1523,12
101589645013040,Thrive by Five,Thrive By Five,1504,15
308746806571901,Advance Australia,Advance Australia,1366,75
10113538711,WWF-Australia,WWF-Australia,1298,6
105228161893855,Climate 200,Climate 200,1282,21
92824008332,Plan International Australia,Plan International Australia,1220,21
1776727752614025,Glencore,Glencore Australia,1199,9
107113675572590,Dirty Dozen,Solutions for Australia,1113,45
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1056,12
107322365607487,SA Pulse Check,South Australian Opposition Leader,1046,12
494820897261439,Bank Australia,Bank Australia,926,42
552968198133394,Peter Dutton,Peter Dutton MP,846,16
105931422364976,Jacqui Scruby,Jacqui Scruby,798,26
104763418516972,Flash,Streamotion Pty Ltd,684,3
331204223675563,United Australia Party,United Australia Party,634,1
105140971475089,Chuffed.org - Australia,Chuffed.org,627,2
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,596,12
106572145637277,Helen Conway for North Shore,Helen Conway,595,3
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,595,6
8422338499,The Wilderness Society,The Wilderness Society,570,161
89794331215,Oxfam,Oxfam Australia,557,48
68280472472,Queensland Conservation Council,Queensland Conservation Council,541,7
1534982756793690,Foodvisor,These ads ran without a disclaimer,524,2
280130718768016,Public Service Association of NSW,Public Service Association of NSW,520,8
13561467463,Liberal Party of Australia,Liberal Party of Australia,487,8
129819533748295,Andrew Leigh MP,Andrew Leigh MP,468,2
182564410468,Australia for UNHCR,Australia for UNHCR,426,104
101934832754638,Joeline Hackman,Joeline Pty Ltd,416,5
149648047339,Save the Children Australia,Save the Children Australia,389,27
231341250224498,Australian Ethical Investment,Australian Ethical Investment,360,56
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,348,18
108381455902627,Australian Christian Lobby,Australian Christian Lobby,331,7
345960425540557,The Climate Council,The Climate Council,321,12
453750595056,Cancer Council NSW,Cancer Council NSW,321,56
145347352187764,UN Women Australia,UN Women Australia,308,9
134712696593275,Dan Andrews,Daniel Andrews MP,302,3
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,294,2
10852627380,World Animal Protection Australia,World Animal Protection Australia,276,21
694832627392516,Prime Super,Prime Super,256,148
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,252,26
272757739102,Engineers Australia,Engineers Australia,250,10
801533023293160,Binary,Gender Awareness Australia,249,30
125812604095801,Invasive Species Council,Invasive Species Council,242,39
102329728050606,From the Heart,Cape York Institute,240,5
159487260807787,Tindo Solar,Tindo Solar,239,2
111810787803576,Emergency Action Alliance,Emergency Action Alliance Limited,224,12
200713396630043,Big Steps Campaign,United Workers Union,210,3
710266392358023,Future Super,Future Super,205,6
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,197,7
519600288380581,METRONET,METRONET,194,96
504855933190931,Time for Change - Change Aged Care,United Workers Union,188,47
1407148622837316,Empowered Communities,Empowered Communities,187,1
105084998845350,BPH Energy,BPH ENERGY LTD,187,65
495942030479550,Electoral Commission of South Australia,ECSA,187,1
24495551981,The Greens NSW,The Greens NSW,184,1
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,176,17
157481181070130,Indigenous Employment Australia,Access,169,72
1501550403427903,Senator Anthony Chisholm,Senator Anthony Chisholm,165,6
104946487519114,Hon Nick Goiran MLC,Office of Hon Nick Goiran MLC,154,1
100356216050100,Family First Party Australia,Family First Party Australia Ltd,153,6
105348385388237,Senator Babet,Ralph E D Babet,145,5
172381239442699,City of Parramatta,City of Parramatta,144,33
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,140,35
262934517220161,Public Education Party,Public Education Party,139,3
1125047917526728,Murray Watt - Senator for Queensland,Murray Watt - Senator for Queensland,136,6
100314522404427,Andrew Willcox MP,Liberal National Party of Queensland,132,4
280996218747910,Tim Richardson,Tim Richardson,130,8
111577958275695,Better BeCause,Better BeCause,129,12
316480331783930,Australian Unions,Australian Unions,126,8
274079142634253,National Tertiary Education Union - NTEU,National Tertiary Education Union,124,2
352953834815624,Jason Wood MP,Jason Wood MP,124,2
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,122,2
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,119,4
2035354493371654,Craig Elliot - Labor for Tweed,Craig Phillip Elliot,118,1
1300759363397798,Terry Young MP,Terry Young MP,115,5
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,115,5
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,115,8
211018298919743,Environmental Justice Australia,Environmental Justice Australia,112,10
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,111,8
2202229243381304,The Vocal Minority,The Vocal Minority,110,3
