Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
329095637110085,FRANTZ AS,Frantz as,19024,82
234659001772,Arbeiderpartiet,Arbeiderpartiet,12072,30
10953652930,Høyre,Høyre,3060,49
371106536283235,DAG OG TID,Dag og Tid AS,2858,5
135843375926,UNICEF Norge,UNICEF Norge,2536,11
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,1937,8
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1573,4
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,1569,4
113384899919,Noregs Mållag,Noregs Mållag,1380,1
111345183340,Fagforbundet,Fagforbundet,1007,1
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,995,4
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,992,15
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,972,13
132368899297,Framtiden i våre hender,Framtiden i våre hender,962,6
117726821605303,PBL,Aurora Dyrnes,947,10
171408368520,Norad,Norad,805,1
298357179829,Trondheim Arbeiderparti,Trondheim Arbeiderparti,728,3
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",710,3
796536693738193,LO Innlandet,LO,706,7
1281475135310961,Sissel Knutsen Hegdal - ordførerkandidat Høyre,Sissel Knutsen Hegdal,679,2
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,663,8
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,662,9
20468812735,LO,LO,615,8
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,536,13
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,504,3
131267734363,Kirkens Nødhjelp,Kirkens Nødhjelp,494,1
2398568533531114,Velferdsmiks,NHO Geneo,491,14
110909695608019,Sparebanken Sør,Sparebanken Sør,487,2
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,486,2
157803497575876,NHO Reiseliv,NHO Reiseliv,483,2
166359316748710,Ørsta Høgre,Ørsta Høgre,434,2
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,407,8
11526489541,Senterpartiet,Senterpartiet,393,1
131631106897687,Øygarden FrP,Øygarden FrP,387,12
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,385,4
179717228781217,Moss Arbeiderparti,Moss Arbeiderparti,364,1
108203984145752,Kruse Larsen,Kruse Larsen,361,2
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,360,4
329215143807272,Trondheim Høyre,Trondheim Høyre,359,1
143538362385067,Nesodden Arbeiderparti,Nesodden Arbeiderparti,316,7
149452772322646,Snusinfo.no,Swedich Match Norge,311,3
289683304433819,Rælingen Høyre,Rælingen Høyre,310,8
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,308,2
189828081044593,MS-forbundet i Norge,Ms-forbundet,301,5
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,299,4
112609495155703,Karin S Woldseth - FrP,Asker FrP,296,1
95285450791,Ringerikes Blad,These ads ran without a disclaimer,285,1
105706168752816,NHO Geneo,NHO Geneo,248,1
111322125898812,Filter Nyheter,Filter Nyheter,236,4
536745556722065,Lillestrøm FrP,Lillestrøm FrP,234,2
119878348024795,ULOBA,Uloba - Independent Living Norge,201,26
120374971332864,Kagge Forlag,Kagge Forlag,200,3
170653772985183,Bergen MDG,Miljøpartiet De Grønne Bergen,198,2
156545564365962,Stavanger Arbeiderparti,Stavanger Arbeiderparti,187,1
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,164,1
730770907052378,Aurskog-Høland Senterparti,Aurskog-Høland Senterparti,164,11
226417544192807,Tankesmien Agenda,Tankesmien Agenda,163,1
458126690922579,Rødt Trøndelag,Rødt Trøndelag,155,2
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,151,3
162779380400712,Nansen Fredssenter,Nansen Fredssenter,137,1
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,124,1
134531249931603,Troms og Finnmark fylkeskommune,Troms og Finnmark fylkeskommune,123,2
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,122,1
198428680177434,Kragerø FrP,Kragerø FrP,118,3
141589002521022,Oslo Høyre,Oslo Høyre,114,3
391617260945237,LO Oslo og Akershus,LO,111,1
126570327547728,Kongsberg Høyre,Kongsberg Høyre,107,1
665832620193085,Kristiansand Høyre,Kristiansand Høyre,106,2
111036919049229,Offshore Norge,Offshore Norge,102,1
157978627560195,Innlandet Arbeiderparti,Innlandet Arbeiderparti,101,1
126448980866214,Klassekampen,Klassekampen AS,101,1
113006005045036,Attack konferansen,Attack konferansen,≤100,4
