Location name,Amount spent (EUR)
Burgenland,287
Carinthia,1827
Lower Austria,1060
Salzburg,653
Styria,1056
Tyrol,496
Unknown,≤100
Upper Austria,881
Vienna,1591
Vorarlberg,267
