Location name,Amount spent (USD)
Alabama,7751
Alaska,4231
American Samoa,≤100
Arizona,21591
Arkansas,5097
California,78682
Colorado,13110
Connecticut,8262
Delaware,1982
Florida,47520
Georgia,20464
Guam,≤100
Hawaii,3474
Idaho,4468
Illinois,31084
Indiana,15707
Iowa,6518
Kansas,5895
Kentucky,8971
Louisiana,11206
Maine,4868
Maryland,15759
Massachusetts,17798
Michigan,26050
Minnesota,13700
Mississippi,4821
Missouri,14749
Montana,1998
Nebraska,2996
Nevada,5804
New Hampshire,3203
New Jersey,21464
New Mexico,5442
New York,44831
North Carolina,21755
North Dakota,1772
Northern Mariana Islands,≤100
Ohio,27561
Oklahoma,8581
Oregon,15294
Pennsylvania,28903
Puerto Rico,≤100
Rhode Island,3069
South Carolina,8259
South Dakota,1552
Tennessee,15278
Texas,68448
Unknown,≤100
Utah,6188
Vermont,2159
Virgin Islands (U.S.),≤100
Virginia,23542
Washington,20084
"Washington, District of Columbia",13305
West Virginia,4615
Wisconsin,19005
Wyoming,1021
