Location name,Amount spent (TWD)
Changhua,9638
Chiayi,1918
Hsinchu,4389
Hsinchu City,19161
Hualien,3930
Kaohsiung,31565
Keelung City,3612
Kinmen,620
Lienchiang,≤100
Miaoli,4852
Nantou,3289
New Taipei City,55475
Penghu,746
Pingtung,6168
Taichung,37126
Tainan,20405
Taipei,43742
Taitung,2696
Taoyuan City,32752
Unknown,3808
Yilan,3497
Yunlin,5290
