Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,6385,246
532962446729390,Australian Families,Department of Social Services,4574,49
101589645013040,Thrive by Five,Thrive By Five,3889,18
299753643444311,AEC,Australian Electoral Commission,3790,30
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,3427,12
104180525925926,Fair Australia,Advance Australia,2472,11
514475628623089,Our Watch,Our Watch,2364,2
10113538711,WWF-Australia,WWF-Australia,2194,22
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2149,22
494820897261439,Bank Australia,Bank Australia,1993,52
165242077409311,Australian Automobile Association,Australian Automobile Association,1709,7
1766598643576242,Place Score,PLACESCORE,1486,61
376006035816016,Storyworth,These ads ran without a disclaimer,1424,8
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1396,14
160054227468,World Vision Australia,World Vision Australia,1382,17
1776727752614025,Glencore,Glencore Australia,1362,12
845410525497100,Launch Housing,Launch Housing,1284,55
118601381509264,Public Transport Victoria,Public Transport Victoria,783,2
100542623037993,New Zealand Labour Party in Australia,NZ Parliamentary Service on behalf of New Zealand Labour Party,771,2
134712696593275,Dan Andrews,Daniel Andrews MP,724,3
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,717,26
89794331215,Oxfam,Oxfam Australia,639,59
1621692424754301,Minderoo Foundation,Minderoo Foundation,631,18
182564410468,Australia for UNHCR,Australia for UNHCR,624,64
200480966638039,Supremacy 1914,These ads ran without a disclaimer,622,2
108695110952294,Greens MPs,Greens MPs,619,9
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,528,13
22936848857,Institute of Public Affairs,Institute of Public Affairs,496,7
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,492,108
290190314438,The West Australian,The West Australian,480,6
102329728050606,Yes23,Yes23,480,11
149648047339,Save the Children Australia,Save the Children Australia,470,24
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,431,14
110456094190032,Changing Aged Care,HSU National,404,14
92824008332,Plan International Australia,Plan International Australia,403,14
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,401,5
118388888197666,Ed Husic MP,Ed Husic MP,395,6
352953834815624,Jason Wood MP,Jason Wood MP,394,9
332509390785960,Angie Bell MP,Angie Bell MP,356,1
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,355,3
8422338499,The Wilderness Society,The Wilderness Society,351,47
10852627380,World Animal Protection Australia,World Animal Protection Australia,347,12
157812980921536,Environmental Defenders Office,Environmental Defenders Office,347,41
107939487783753,Garth Hamilton MP,Garth Hamilton MP,326,11
125812604095801,Invasive Species Council,Invasive Species Council,320,97
279645455502809,Ross Vasta MP,Ross Vasta MP,318,4
145262132264710,Angus Taylor MP,Angus Taylor MP,316,6
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),314,4
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,311,3
135933556447881,Australian Republic Movement,Australian Republic Movement,301,4
104389532222332,Solutions,Solutions for Australia,291,6
317158175535179,BitLife,These ads ran without a disclaimer,287,4
316480331783930,Australian Unions,Australian Unions,287,15
54879226285,Teach For Australia,Teach For Australia,280,32
362805317148988,Keith Pitt,Keith Pitt,270,4
694832627392516,Prime Super,Prime Super,270,97
22746335927,Bob Brown Foundation,Bob Brown Foundation,265,2
90728602000,Greening Australia,Greening Australia,258,47
105140971475089,Chuffed.org - Australia,Chuffed.org,247,1
256684855281573,James Stevens MP,James Stevens MP,230,3
117058357932949,Constitutional Equality,Constitutional Equality,226,21
798754616870434,Libby Coker MP,Libby Coker MP,216,6
32799215298,Animals Australia,Animals Australia,213,20
504855933190931,Time for Change - Change Aged Care,United Workers Union,213,39
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,204,5
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,204,3
675483955936731,Julian Leeser MP,"Julian Leeser MP, Liberal Party, Pennant Hills, NSW",194,1
272757739102,Engineers Australia,Engineers Australia,193,5
105084998845350,BPH Energy,BPH ENERGY LTD,193,76
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,189,2
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),187,19
2063329587276680,Anika Wells MP,Anika Wells MP,186,5
194784127232544,SBS Arabic24,SBS Arabic24,181,2
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,177,2
231341250224498,Australian Ethical Investment,Australian Ethical Investment,175,58
353909191473562,Darren Chester MP,Darren Chester MP,172,4
328287840654244,Grace Grace MP,Grace Grace MP,153,2
424864151385105,Gavin Pearce MP,Gavin Pearce MP,148,1
121559765177981,Senator Slade Brockman,Senator Slade Brockman,146,3
100356216050100,Family First Party Australia,Family First Party Australia Ltd,144,6
328245481103110,Senator Alex Antic,Alex Antic,140,8
345960425540557,The Climate Council,The Climate Council,137,12
147398588635445,National Seniors Australia,These ads ran without a disclaimer,135,1
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,133,3
2202229243381304,The Vocal Minority,The Vocal Minority,131,8
100642886236811,It's Happening Here,It's Happening Here,129,1
205327792883589,Stuart Robert MP,Stuart Robert MP,125,2
537762462924537,Anthony Albanese,Anthony Albanese,118,7
1001374126565386,Nic Street MP - Liberal Member for Franklin,Nic Street MP,118,1
1449964695240375,Ethiopiaid Australia,Ethiopiaid Australia,117,8
948595148496917,Andrew Hastie,Andrew Hastie,116,21
102453932266472,Aaron Violi MP,Aaron Violi MP,115,2
21145917717,Powerhouse Museum,Powerhouse Museum,112,2
1483396328456198,Acciona.Australia,ACCIONA Australia,112,10
1500584423527469,Maurice Blackburn Lawyers,Maurice Blackburn Lawyers,110,3
107765634022348,Henry Pike MP,Henry Pike MP,110,16
1125047917526728,Murray Watt - Senator for Queensland,Murray Watt - Senator for Queensland,109,8
11775531229,The Chaser,The Chaser,109,3
214597705895004,Queensland Parliament,Queensland Parliamentary Service,108,1
1299492986808738,Chancellors Tavern,These ads ran without a disclaimer,108,1
173168582700205,SBS中文,SBS Mandarin中文普通话,107,13
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,107,7
49991482906,Tearfund Australia,Tearfund Australia,107,31
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,106,19
105348385388237,Senator Babet,Ralph E D Babet,106,3
200819325600,ActionAid Australia,ActionAid Australia,105,17
100162559396,The Australia Institute,The Australia Institute,103,1
160021291752,Environment Victoria,Environment Victoria,101,3
76212817063,CARE Australia,CARE Australia,≤100,7
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,≤100,16
150698155004187,Senator Louise Pratt,Senator Louise Pratt,≤100,5
111577958275695,Better BeCause,Better BeCause,≤100,12
198538033525283,deadly stories,"Department of Seniors, Disability Services and Aboriginal and Torres Strait Islander Partnership",≤100,2
192720571652271,Refinery29 Australia,Pedestrian Group,≤100,3
1681355008768255,Country Needs People,Country Needs People,≤100,1
109064267654080,Senator Dorinda Cox,Senator Dorinda Cox,≤100,2
280996218747910,Tim Richardson,Tim Richardson,≤100,8
312189205577810,Australian & New Zealand Mental Health Association,AST Management,≤100,1
145933972484735,Tasracing,Tasracing,≤100,3
204751982883846,Senator Michaelia Cash,Senator Michaelia Cash,≤100,2
108498912202989,Kangaroo Conversation,Nature Conservation Society of South Australia,≤100,2
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,≤100,4
104910384328602,Binge,Streamotion Pty Ltd,≤100,5
160779783972850,City of Gold Coast,City of Gold Coast,≤100,7
409073242479531,Mornington Peninsula Shire,Mornington Peninsula Shire,≤100,2
108381455902627,Australian Christian Lobby,Australian Christian Lobby,≤100,3
453750595056,Cancer Council NSW,Cancer Council NSW,≤100,37
330315904370434,Senator Marielle Smith,Senator Marielle Smith,≤100,1
759333260797196,Libby Mettam,Libby Mettam,≤100,1
119931654696956,Victorian Greens,Victorian Greens,≤100,2
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100,7
307014179414836,David Speirs MP,South Australian Opposition Leader,≤100,2
1660905180833979,Parliament of Victoria,Parliament of Victoria,≤100,3
100652584936212,Elder Abuse Action Australia,Elder Abuse Action Australia Limited,≤100,15
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,≤100,4
325083185784,Minus18,Minus18,≤100,22
153931414640361,Wildlife Victoria,Wildlife Victoria,≤100,1
211018298919743,Environmental Justice Australia,Environmental Justice Australia,≤100,1
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,≤100,12
223820240968967,Western Australian Electoral Commission,Western Australian Electoral Commission,≤100,2
1501550403427903,Senator Anthony Chisholm,Senator Anthony Chisholm,≤100,11
235483673325903,Parliament of NSW,NSW Parliament,≤100,1
101938725606868,Dan Cregan - Member for Kavel,Daniel Roy Cregan,≤100,2
292873364640384,Mark Coulton MP,Mark Coulton MP,≤100,1
236624143053970,ifaw,These ads ran without a disclaimer,≤100,1
589611354490193,GreenPower,Alana Stocks,≤100,5
105922411114130,Compass.info,Compass.info,≤100,2
165988000209270,Michael Sukkar MP - Member for Deakin,Michael Sukkar MP - Member for Deakin,≤100,3
336074670274838,Heliograf,Heliograf Pty Limited,≤100,1
168475823483405,Kim Richards Member for Redlands,Kim Richards Member for Redlands,≤100,2
107492935010781,Kylea Tink for North Sydney,Kylea Tink,≤100,3
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,4
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,3
145347352187764,UN Women Australia,UN Women Australia,≤100,9
106162562029507,Jenny Ware MP - Federal Member for Hughes,Jenny Ware MP,≤100,1
110572401468807,The Australian Climate Case,Grata Fund,≤100,4
112598935458686,UQ Health,The University of Queensland,≤100,7
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,≤100,2
1768283090073459,Senator Matt O'Sullivan,Senator Matt O'Sullivan,≤100,2
304805643019684,Wellington Shire Council,Wellington Shire Council,≤100,3
248367108892270,Team DSC,DSC,≤100,10
91780000665,NOVA Employment,These ads ran without a disclaimer,≤100,1
502649159770974,Tim Watts MP,Tim Watts MP,≤100,1
1490457217880377,John Pesutto,Liberal Party of Australia (Victorian Division),≤100,5
114334172620940,Katie Hall MP,Katie Hall MP,≤100,2
521903907906391,Senator Linda Reynolds,Senator Linda Reynolds,≤100,3
21591025194,The University of Melbourne,The University of Melbourne,≤100,2
166663303514630,Musicians Australia,Musicians Australia,≤100,2
175576645932510,Australasian Centre for Corporate Responsibility - ACCR,Australasian Centre for Corporate Responsibility,≤100,6
287789063686,Brendan O'Connor MP,Brendan O'Connor MP,≤100,1
106927325413571,John Berger MP,John Berger MP,≤100,2
246244719386767,Yourtoolkit.com,Your Toolkit,≤100,13
179561632079584,City of Greater Geelong,City of Greater Geelong,≤100,23
100314522404427,Andrew Willcox MP,Andrew Willcox MP,≤100,1
236327493107508,Baw Baw Shire Council,Baw Baw Shire Council,≤100,2
143359625694786,Baptist World Aid Australia,Baptist World Aid Australia,≤100,10
574675379402221,Indigenous Desert Alliance,Indigenous Desert Alliance,≤100,7
372842266568995,Kat Theophanous MP,Kat Theophanous MP,≤100,2
139174417547253,The Week on Wednesday,Benjamin John Davison,≤100,10
2005862956345687,Gary Maas MP,Gary Maas MP,≤100,2
150910108292573,Financial Review,These ads ran without a disclaimer,≤100,22
122095051312967,Tim Read MP,Tim Read MP,≤100,4
364025530805444,Australian Charter of Human Rights,Australian Charter of Human Rights,≤100,1
1294961367324348,Councillor Fiona Cunningham,Fiona Cunningham,≤100,1
472580276254813,Victorian and Tasmanian PHN Alliance,These ads ran without a disclaimer,≤100,1
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,≤100,3
105187691260140,"Pharmacy Guild of Australia, QLD","Pharmacy Guild of Australia, QLD",≤100,5
102336681506217,WorkforClimate,WorkforClimate,≤100,9
