Location name,Amount spent (CLP)
Antofagasta Region,108085
Araucanía Region,91335
Arica y Parinacota Region,46716
Atacama Region,25708
Aysén Region,12301
Bío Bío Region,211536
Coquimbo Region,135495
Los Lagos Region,95131
Los Ríos Region,40577
Magallanes y la Antártica Chilena Region,15751
Maule Region,92313
O'Higgins Region,106476
Santiago Metropolitan Region,851716
Tarapacá Region,39887
Unknown,≤100
Valparaíso Region,195185
