Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,5700,2
990747367737692,Cătălin Drulă,Uniunea Salvați România,3549,1
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,3382,5
109260655301896,Dezvaluiri,Dezvaluiri,2399,6
1208682419220715,Sorin Grindeanu,Partidul Social Democrat,2137,5
106087515621317,Ora de Stiri,Ora de Stiri,1976,5
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,618,2
1653699758248627,Ion ȘTEFAN,Ion ȘTEFAN,574,2
178362315106,European Parliament,European Parliament,500,5
163943696987223,Ziarul Puterea,Ziarul Puterea,495,19
183473261723511,Ziar Piatra Neamt,Ziar Piatra Neamt,453,1
108295090637741,ASAP România,Fundatia The Institute,453,7
123526378261795,Stiri Locale,Stiri Locale,412,4
207741001672,Speranta pentru Romania,Speranta pentru Romania,352,9
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,348,7
114319753592403,AFACERI.news,Horia-Marius Bogdan,331,7
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,309,19
298765223557508,Ionel Arsene,Media PR Grup,302,1
54779960819,United Nations,United Nations with Facebook Ad Credits,271,9
101340741758468,Radu Pescar,Pescar Radu Mircea,271,13
110980981783633,Modernizăm România,Partidul National Liberal,252,1
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,232,4
104919505067780,Asociatia ATI Timisoara,Asociatia ATI Timisoara,218,1
1504323906337545,Litere.net,litere.net,215,2
112664490103704,Salvăm România,Salvăm România,209,1
102601499822802,RMDSZ,RMDSZ,207,5
1658924257659048,USR Sector 3,Partidul Uniunea Salvați România - Filiala Sector 3,194,1
260365460647855,Mircea Geoana,Mircea Geoana,192,8
104214448943442,Adrian Niță,Nita Adrian,176,2
557284874779877,Mihai Coteț,Mihai Cotet,171,1
112599703659958,Green News,ASOCIATIA GREEN ACADEMY,160,3
101017605136880,Dragoş Popescu,ION-DRAGOS POPESCU,159,1
109849657256655,60m.RO,60m.RO,148,2
731035500293728,Siegfried Muresan,Siegfried Muresan,146,1
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,142,2
1602563209957356,PNL Bacău,Partidul Național Liberal,137,1
168243139877442,BZI,BZI,136,2
149371012371397,Newsweek Romania,Newsweek Romania,136,3
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,134,1
165467823513147,Alin Tișe,Alin Tișe,126,3
215328865181171,Borboly Csaba,Borboly Csaba,119,5
101983854866860,DigiPres,DIGIPRES.RO,118,1
106161408045919,Acțiunea.RO,Acțiunea.RO,112,1
122480165084642,Curierul Românesc,Curierul Românesc,112,2
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,110,3
161168401169183,Lucian Costin,Branding Digital Strategy,107,1
114460923709287,4media.INFO,4Media.INFO,102,8
953390258052307,Ziar Harghita,Media PR Grup,≤100,1
106520174672768,Cosmin Tabără,PNL Timis,≤100,1
1634415100191327,Oana Marciana Özmen,Alexandru Marin,≤100,1
113873916863079,Mathias Corvinus Collegium - Erdély,Mathias Corvinus Collegium Egyesület,≤100,4
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,≤100,5
107029625474765,Nicușor Halici,PSD Vrancea,≤100,1
101254968456255,Călin Gheorghe Maties-senator,Calin-Gheorghe Maties,≤100,4
261202277284497,Theodor Paleologu,Ioana Prândurel,≤100,3
340365952736683,Alin Nica,Alin Nica,≤100,1
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,≤100,11
175293925828191,Kelemen Hunor,RMDSZ,≤100,2
1930703783625250,Sorin Vrajitoru,Sorinel-Marian Vrajitoru,≤100,2
106098884636145,ADI Deșeuri Bistrița-Năsăud,ADI Deseuri Bistrita-Nasaud,≤100,3
207255636351408,Dan Barna,Dan Barna,≤100,1
106809077982489,"Fundatia ""Perfect Civic""",Fundația „Perfect Civic”,≤100,1
412140715514446,Florin-Alexandru Alexe,Alexandru Marin,≤100,1
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,≤100,1
1560147330888040,Winkler Gyula,Winkler Gyula,≤100,3
444661942362092,USR Sector 4,USR Sector 4,≤100,1
337159212964962,Ziua de Cluj,Ziua de Cluj,≤100,3
112028868145578,Daniel Zdrânc,Daniel ZDRÂNC,≤100,1
109741634195523,Gabriel Bulumac,Gabi Bulumac,≤100,1
106075378244914,Tomis Tv,Dorian Hapurnea,≤100,3
103640708229788,Laurențiu Marin,Laurentiu-Daniel Marin,≤100,3
1415002928807791,PNL Arad,Catalin-Florin Filea,≤100,1
104484254797326,Laura Vicol,Deputat Laura Vicol,≤100,1
182546041796641,Costel Alexe,Costel Alexe,≤100,1
116934370432978,Omul şi timpul - TVR,Rafael Udriste,≤100,2
181221645364365,Carmen Avram,Carmen Avram,≤100,3
159027940804196,Consiliul Superior al Magistraturii,Complete media,≤100,1
103733982484790,Dragos Rusu,Dragos-Florin Rusu,≤100,2
106214034965948,Loginro,These ads ran without a disclaimer,≤100,1
341037705981172,Humanitas,Humanitas,≤100,2
333606539787,UNICEF Romania,UNICEF Romania,≤100,1
104740995380818,Forța Dreptei Iași,Romanii trebuie sa stie,≤100,8
112561930654300,NTD Romania,Cristian Nica,≤100,1
100331391843220,Green cats,These ads ran without a disclaimer,≤100,2
110583568433497,Partidul Umanist Social Liberal PUSL Filiala Galați,Digital Fairy Studio SRL,≤100,5
379633622148337,RMDSZ Nőszervezet,RMDSZ Nőszervezet,≤100,1
101577215586429,Rafael Nichita,Rafael Nichita,≤100,2
698760586929790,USR Constanța,USR Constanța,≤100,1
1491544234239734,Forța Dreptei,Forta-Dreptei,≤100,6
305834536746685,Răzvan Cadar,Razvan Cadar,≤100,1
364457997442201,Iskola Alapítvány,Iskola Alapítvány,≤100,1
107066808189586,Panorama.ro,NEWBIZ ONLINE PUBLISHING S.R.L.,≤100,1
509479962851716,Alexandru Kocsis,Romanii trebuie sa stie,≤100,4
150909498384134,Varga Glad,Glad Varga,≤100,2
658668994510595,Norofert Group,Norofert Group,≤100,5
116634326439880,Mindcraft Stories,Mindcraft Stories,≤100,3
1653726584879481,Mihai Fifor,Fifor Mihai,≤100,1
490181697757865,Antal Lóránt,Birou Senatorial Antal Lóránt Szenátori Iroda,≤100,1
