Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,115324,5
492378324116772,The Lagos State Government,The Lagos State Government,105502,1
273475106700480,Peter Obi Support Network,Wilson Obinna Agu-Thomas,76114,4
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,52127,16
753031955030992,Atiku-Okowa.com,One Nigeria Movement,39137,2
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,34643,2
277754446181585,Tonye Cole,Tonye Cole,29523,1
14312764639,Atiku Abubakar,The Atiku Campaign,21703,1
123838944328164,Rethink Nigeria,Rethink Nigeria,20846,1
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,17869,7
117014670139291,No Negative Vibe,Chiedozie Abarikwu,15691,4
116248814706806,Vote4climateng,Adebiyi Agnes,13998,2
100184822405750,Saliu Mustapha,Saliu Mustapha,11982,3
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,10598,1
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,10476,3
171885956874687,Because Of Our Tomorrow,BOOT Party,10134,2
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,9302,4
103018869332378,BantuPage,Ikechukwu Orji,6775,8
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,6177,3
114009474939343,Hon. Collins Ezenwa Ilo,Collins Ezenwa Ilo,5527,3
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,5456,3
215863191948778,Frank Nweke Jr,Frank Nweke Ii,5160,4
109187398481463,Peter Ndubuisi Mbah,Peter Ndubuisi Mbah,4989,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),4742,2
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,4350,3
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,4259,1
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,3534,1
345763855563592,Savdfutur,Savdfutur,3464,4
110159690508913,Global Survey,These ads ran without a disclaimer,3306,1
102835755970763,NN19,NN19,3229,2
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,3123,1
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,2998,2
10750083165,The Africa Report,These ads ran without a disclaimer,2950,1
954771728004488,Lux House Inc.,Tonye Isaac,2747,3
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,2671,2
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,2618,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,2568,2
106515531923066,Africanewswatch,These ads ran without a disclaimer,2566,1
100202924924063,Page 36,Page 36,2555,9
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,2306,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2306,1
