Location name,Amount spent (VEF)
Amazonas,216
Anzoátegui,257795
Apure,108
Aragua,515102
Barinas,106262
Bolívar (state),481603
Capital District,1526994
Carabobo,1020832
Cojedes,28862
Delta Amacuro,≤100
Falcón,5124
Guárico,1362
Lara,648663
Miranda (state),508778
Monagas,1632
Mérida,331425
Nueva Esparta,251416
Portuguesa,702726
Sucre,1416
Trujillo,87986
Táchira,508508
Vargas,252454
Yaracuy,116200
Zulia,3730157
