Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
294998357524107,Deák Dániel,Megafon,650474,4
224274995688487,Bohár Dániel - Riporter,Megafon,568069,4
776079922494181,Apáti Bence hivatalos oldala,Megafon,509606,4
109637397268775,Nyugati Pályán,Splendidea Communications Kft,253390,4
128596180810227,Stefi Déri,Megafon,252129,2
1880809845328535,Dobrev Klára,Demokratikus Koalíció,225796,8
103946674951254,Kötter Tamás,Megafon,219281,2
503614639975773,Trombitás Kristóf,Megafon,150861,2
298090296092,Orbán Viktor,Fidesz,147421,30
543788999005363,ORIGO,Mediaworks Hungary Zrt.,100127,15
110435704162069,V. gr. Molnár-Gazsó János,Vitezi Rend,91405,2
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,74209,6
178362315106,European Parliament,European Parliament,56314,13
2221255224761829,Együtt Újpestért Összefogás,Polgári Újpestért Alapítvány,51987,5
191461774219575,hirado.hu,hirado.hu,48703,12
108346693873484,Győrffy Balázs,Balazs Gyorffy,44572,3
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,37039,7
248172631940,Mandiner,Mediaworks Hungary Zrt.,36775,10
100299381703981,Ps TV,PestiSrácok.hu,34557,6
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,28239,6
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,27636,1
103478164920832,Rubicon Intézet,Rubicon Intézet,27098,21
131283758531,HVG,HVG Kiadó ZRt.,20669,12
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,20032,1
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,19382,2
1534911313439123,Ripost,Ripost,18495,7
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,18462,5
196523737056247,NESCAFÉ,Nestlé Hungária Kft.,15693,1
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,15166,65
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,14532,30
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,14462,2
152408681635243,Hírklikk.hu,Hírklikk.hu,13738,1
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,12690,2
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,12444,14
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,12084,6
1059773170712510,Őri László,Dr. Őri László Szabolcs,12000,2
264517713636590,PestiSracok.hu,PestiSrácok.hu,11790,11
113375923695023,Fidesz Budapest,Fidesz Budapest,11267,5
115230488549915,Political Capital (HU),Political Capital (HU),11021,6
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",10540,1
109844717848217,Klímapolitikai Intézet,Klímapolitikai Intézet,10461,1
451844608304228,Metropol,Metropol,10433,4
851784814892644,Simicskó István,KDNP frakció,10297,1
100905288315705,Jelen hetilap,Liberty Press Kft.,10282,14
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,10258,3
108248022589754,Bosch Magyarország,Bosch Magyarország,9383,6
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,9247,4
85568463466,Mérce,Mérce,8879,12
122922027734811,feol.hu,Mediaworks Hungary Zrt.,8188,2
116905388345518,veol.hu,Mediaworks Hungary Zrt.,8044,2
109414841321682,Magyar Falu Program,Magyar Falu Program,8031,2
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,7719,1
126539424061030,Háttér Társaság,Háttér Társaság,7227,2
2002177933337236,Déri Tibor,Déri Tibor,6962,1
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,6790,4
104173410954523,Oroján Sándor,Oroján Sándor,6780,2
142116653162328,Márki-Zay Péter,Márki-Zay Péter,6663,11
1237616006358749,Kékes Online,Kékes Online,6588,12
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,6549,2
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,6273,2
116609705085092,BP18,BP18,6227,3
176736266308423,Kiss László,Kiss László,5812,1
112872841638481,Jászberény többet érdemel,Jászságszava,5391,14
1627127484170228,NHC24,Mediaworks Hungary Zrt.,5366,2
221761091331222,Danube Institute,Danube Institute,5151,11
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,5146,1
206829842043,Rétvári Bence,Rétvári Bence,5131,3
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,5108,1
150836998898897,aHang,aHang,5089,2
320986996098,zaol.hu,Mediaworks Hungary Zrt.,4969,2
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,4955,5
447204268797621,RTL.hu,RTL.HU,4946,4
296310837699,vaol.hu,Mediaworks Hungary Zrt.,4837,2
876772425797119,Hölvényi György,Hölvényi György,4580,2
129255963785124,Heol.hu,Heol.hu,4485,2
147633001941737,kisalfold.hu,kisalfold.hu,4440,2
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,4439,5
670269189782610,Ficsak - Fiatal Családosok Klubja,Fiatal Családosok Klubja,4406,2
183723231644096,Szita Károly,Szita Károly,4403,1
76748198685,Budapest Pride,Budapest Pride,4402,2
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,4382,3
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,4368,2
519279158277826,Szülői Hang,Szülői Hang,4202,5
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,3998,1
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,3910,1
103141961544400,Future of Debrecen,Future of Debrecen Egyesület,3743,8
1215492498464496,Angyal Károly,Angyal Károly Tibor,3604,3
408924035951553,Körforrás,Körforrás,3576,4
102426795954406,Nobilis Márton,Nobilis Márton,3471,4
109651004719614,Szol24,Esélyegyenlőség és Fenntarthatóság Egyesület,3448,2
122877491690853,MKKP Ajka,Magyar Kétfarkú Kutya Párt,3428,5
386132578063762,Balaicz Zoltán,Balaicz Zoltán,3367,3
748357198613441,DK Terézváros,Demokratikus Koalíció VI. kerület,3343,1
106274355482522,Nagy Barnabás alpolgármester,Nagy Barnabás Lajos,3203,6
134352786582079,LMP Dél-Buda,Lehet Más a Politika,3129,1
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,3079,1
308871671705,BAON Bács-Kiskun Megyei Online,Mediaworks Hungary Zrt.,3069,1
270300439972751,Szemlélek,Szemlélek Alapítvány,3047,4
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,3007,1
162344823835042,atlatszo.hu,atlatszo.hu,2971,4
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,2968,2
103581448930725,Szeretlek Csongrád-Csanád,Genesis Médiacsoport Kft.,2934,2
203158929827,Beol.hu Békés Megyei Online,Mediaworks Hungary Zrt.,2924,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,2905,1
1652741928333536,KPSVR,KPSVR Media,2896,1
160935777365,bama.hu - a baranya megyei hírportál,bama.hu - a baranya megyei hírportál,2830,1
482780535095319,Budapesti Vállalkozásfejlesztési Közalapítvány (BVK),Budapesti Vállalkozásfejlesztési Közalapítvány,2799,1
326763130286,Borsod Online,Borsod Online,2791,1
506244332746545,TEOL.hu,TEOL.hu,2780,1
276554411147,Szabolcs Online,Szabolcs Online,2779,1
164978926850719,Kommentár folyóirat,Kommentár folyóirat,2741,3
122553474422895,Vodafone Magyarország Alapítvány,Vodafone Magyarország Alapítvány,2736,1
125953004085398,Kemma.hu,Kemma.hu,2700,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,2645,1
614294538753164,Dunántúli Regionális Vízmű Zrt. hivatalos oldala,Dunántúli Regionális Vízmű Zrt.,2604,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,2602,2
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,2563,1
105774734948091,Hungarian Conservative,Hungarian Conservative,2412,4
107123677458699,Külpologika,Tamás Novák,2400,2
637488193032112,Kővári János,Kővári János Valér,2327,1
108903048413219,A hajdú hagyományok nyomában,Hajdú-Bihar Megyei Önkormányzat,2254,1
103214802353320,Magyar Szürkék Útja - Oxenweg,Hajdú-Bihar Megyei Önkormányzat,2194,1
92932085233,TASZ,TASZ,2105,2
