Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
229718667137807,Invisalign Vietnam,These ads ran without a disclaimer,1343896,1
173028766706985,Xuất Khẩu Lao Động Nhật Bản Kaigo - Bộ Lao Động Thương Binh Xã Hội,These ads ran without a disclaimer,1014035,6
654396084640049,IMM GROUP,IMM Group,751534,9
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,541485,10
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,471542,1
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,362633,1
251844560040085,Sách Hay Mỗi Ngày,These ads ran without a disclaimer,319430,1
280124715749325,Sự Thật Về Pháp Luân Công,Sự Thật Về Pháp Luân Công,311288,1
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,273356,7
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,211399,4
231483033583144,RMIT University Vietnam,These ads ran without a disclaimer,177124,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,156699,5
108685817326606,Truther Piece Official,These ads ran without a disclaimer,153910,1
117879734612936,Trung Tâm Thẩm Mỹ Quốc Tế Như Ý - Tây Ninh,These ads ran without a disclaimer,121568,1
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,103723,1
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,101242,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,67410,2
109110385574706,Trung Tâm Thẩm Mỹ Như Ý - Trảng Bàng,These ads ran without a disclaimer,57901,1
1769020799826398,Học Lái Xe Ô Tô Ở Hà Nội,These ads ran without a disclaimer,53027,1
1727496090862110,Tuyển giáo viên TP HCM,Tuyển giáo viên TP HCM,51133,1
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,50154,2
102283302096463,Trường học Công nghệ MindX,These ads ran without a disclaimer,31866,1
160698524545308,Marriott Bonvoy,These ads ran without a disclaimer,30886,1
902785046529464,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,24411,2
109094755317296,Cánh đồng hoa - Tiệm hoa tươi Sơn Trà - Đà Nẵng,These ads ran without a disclaimer,20409,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,16976,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,10257,1
272279436131157,nippon.com 繁體字,These ads ran without a disclaimer,1632,1
113489207780898,Trung Tâm Y Khoa Vạn Hạnh,These ads ran without a disclaimer,184,1
102773638649611,Bruno Pereira,These ads ran without a disclaimer,≤100,1
109476492011786,Assistance aux Français de l'Étranger,These ads ran without a disclaimer,≤100,1
416731498371213,Saved To Serve,These ads ran without a disclaimer,≤100,1
111535111844172,VaiNovel,These ads ran without a disclaimer,≤100,2
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,1
