Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
546416699215073,ห้องสื่อครูคอม,ห้องสื่อครูคอม,5096,3
177948972256358,เอกนัฏ พร้อมพันธุ์ (ขิง),เอกนัฏ พร้อมพันธุ์ (ขิง),2032,2
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,สอบข้าราชการท้องถิ่น By Thurakan,997,1
105650394954220,ตรีนุช เทียนทอง Treenuch Thienthong,ตรีนุช เทียนทอง Treenuch Thienthong,935,2
105992549162758,ข่าวชีวิตติดกระแส,บริษัท เดนิส แอดส์ จำกัด,640,1
622674297897819,Screenshirt2020,Screenshirt2020,610,1
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,604,1
101306972998400,รักษ์เขารูปช้าง,รักษ์เขารูปช้าง,482,8
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,396,6
104769961794110,อินทรัตน์ ยอดบางเตย,อินทรัตน์ ยอดบางเตย,353,11
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,351,38
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,335,1
109554115470973,ซงเล Station,These ads ran without a disclaimer,324,1
972019486321939,บู้ จเด็ศ จันทรา,บู้ จเด็ศ จันทรา,309,2
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,290,4
112534107540691,Cariber,These ads ran without a disclaimer,253,3
104571979194914,ปานทิพย์  พิมพ์พิชชา  ชัยศุภกิจเจริญ,ปานทิพย์  พิมพ์พิชชา  ชัยศุภกิจเจริญ,225,2
108078728711599,Dr.Fon clinic -หาดใหญ่,Dr.Fon clinic -หาดใหญ่,219,2
115496146572483,เขารูปช้างพลังใหม่,เขารูปช้างพลังใหม่,217,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,212,1
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,203,1
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,195,2
104414891596686,Studio Photo Story,These ads ran without a disclaimer,193,1
104475082514245,น้องชายขายรองเท้า,These ads ran without a disclaimer,190,1
174738095989909,Pichai Naripthaphan,These ads ran without a disclaimer,180,1
156506694908472,จำนองขายฝากบ้านที่ดิน บึงกาฬ หนองคาย สกล นครพนม อุดร,These ads ran without a disclaimer,172,1
100399988164632,ร่มธรรม ขำนุรักษ์ -หวาย,ร่มธรรม ขำนุรักษ์ -หวาย,171,2
110325275488,efinanceThai,efinanceThai,163,1
106151945819870,Dr.Fon clinic หาดใหญ่,Dr.Fon clinic หาดใหญ่,160,2
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,151,4
107612328588715,The Voters,The Voters,135,6
101752965608250,โยธิน พงษ์อ้อ Yothin Pong-or,These ads ran without a disclaimer,132,2
108084530549795,"ป้ายชื่อคุณครู ""สวยทุกป้าย""ทำด่วน",These ads ran without a disclaimer,108,1
110766468644579,อนันต์ ปรีดาสุทธิจิตต์,อนันต์ ปรีดาสุทธิจิตต์,106,1
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,106,1
235082503219128,ศูนย์ที่ปรึกษาการใช้แรงงานต่างด้าว เอสเอ็มเอส สุราษฎร์ธานี,These ads ran without a disclaimer,≤100,1
