Location name,Amount spent (NZD)
Auckland Region,1703
Bay of Plenty Region,289
Canterbury,584
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,157
Manawatu-Wanganui,223
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,196
Otago,206
Southland,≤100
Taranaki,110
Tasman District,≤100
Unknown,≤100
Waikato,426
Wellington Region,418
West Coast,≤100
