Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,887446,2
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,656566,1
110282441138723,Nicolás CHASE,Nicolas Chase Rodríguez,525499,1
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,361305,4
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,340619,4
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,326204,5
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,273751,1
1593908204188878,Arq. Carlos López,Fabio Raul Morales Insaurralde,181587,4
1094373423935985,German Solinger,Grissel Zárate Sotelo,171934,2
1593908204188878,Arq. Carlos López,Juan Roberto Villaverde Emategui,136923,2
102467002671611,Jorge Heisecke,Jorge Heisecke,115337,3
103681832340596,Nelson Kpeto Cano,Eusebio Vera,99554,1
103040788902949,Concertación Nacional 2023,Rocio Magali Moreno Vera,93687,1
196599783696918,Efrain Alegre,Pedro Efraín Alegre Sasiain,86796,2
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,79941,3
103929715717763,Luye Soto,Fabio Raul Morales Insaurralde,75322,1
105796025619350,Tati Giménez Diputado 2023,Patria Querida,68941,8
1674406235935099,Brunno Nizza,Brunno Nizza,67691,2
950433481690833,Jaime Recalde - Concejal Departamental,Jaime Recalde - Concejal Departamental,67029,3
105031404894363,Carlos Mercado Rotela,Daniel Elieser Mariño Suarez,62904,2
120061519391875,César Paredes,César Paredes,61894,2
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,60767,1
126861771579762,Carlos Ozorio,Carlos Ozorio,57305,9
725834240910220,Noticiero Paraguay,Noticiero Paraguay,54029,2
111912341409356,Centinela del Norte,Centinela del Norte,53840,2
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,50330,2
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,50039,1
105965072245135,Jazmin Girala - Concejal Departamental,Rocio Jazmin Janice Girala Ayala,49955,1
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,48165,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,47552,1
1734894683407567,Municipalidad Hernandarias,Eric Fabian Benitez,46320,3
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,41080,1
348161469739241,Edward Melgarejo,Wilson Armoa,37302,3
102069159075837,Fabio Morales,Fabio Raul Morales Insaurralde,37023,2
397788123735216,Pey Vargas,Pedro Jose Emmanuel Vargas Carnibella,36609,2
105148818895317,Alma Oviedo,Fabio Raul Morales Insaurralde,36537,1
368247363370300,LATITUD 25,Latitud 25,36075,11
532716330164048,Sole Núñez,Soledad Núñez,36075,3
1805309279720550,El Observador Digital,El Observador Digital,34961,1
106622395371207,Rodney Ovelar,Wilson Armoa,28860,1
101337619464712,Virginio Alvarenga,Virginio Alvarenga Valenzuela,28586,1
228125971086433,Mario Mendoza,Fabio Raul Morales Insaurralde,27041,1
220307198742892,Sebastian Cheba Remesowski,Victor Daniel Ibañez Miranda,26929,1
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,26851,1
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,24671,2
1073454492740713,Emmanuel Cuevas,Jorge Emmanuel Cuevas Maciel,24381,1
371997603532027,Haciendo Lío,Enciso Rojas Roberto Daniel,23918,1
577453528957096,Rocio Abed,Isabel Anahi Palacios Arrúa,23679,1
838018169889993,Fernando Ojeda,Fernando Ojeda,23678,3
107345678780633,Miguel Sosa Cabañas,Miguel Sosa Cabañas,23419,1
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,22267,1
279495618730067,MANUEL RADICE,Manuel Radice,22220,1
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,21645,1
338961084535,WWF Paraguay,WWF Paraguay,21645,2
108982768685910,Cynthia Rios Candidata,Wilson Armoa,20851,2
102804492578710,Legalmente Hablando,Nueva Tecno,20000,1
518726648648192,Carlos Arrechea,Carlos Arrechea,18926,1
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,17726,2
107564631419895,La Profe Any,Oscar Gustavo Caballero Martinez,16905,1
107371648257410,Central San Cristóbal,Hosting Radios,15724,3
107558844100122,Pastor Filártiga,Pastor Filártiga,15445,1
109317014584518,Aurora Amarilla Concejal por Central,Aurora Concepcion Amarilla Romero,14989,2
108203981727900,World Literacy Organization - Organización Mundial de Alfabetización,These ads ran without a disclaimer,14898,1
106636844752991,Aníbal Bogado,Anibal Ramon Bogado López,14727,1
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,14430,1
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,14430,2
110259408342427,Walter Garcia,Walter Garcia,14166,2
724051717643013,Miguel Prieto,Celso Kevin Ramon Sánchez Florentin,14010,1
1151984808290856,Hugo Portillo,Hugo Portillo,12965,2
107301172187291,Gloria de Paredes,Silvana Beatriz Arevalos Piñarez,12479,2
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,11025,1
111519571676798,Abel Cabral Lista 300 Opción 2,Abel Cabral,10544,1
101694278594292,Nelson Cano,Eric Fabian Benitez,9812,1
388077265097651,Romualdo Bogado,Romualdo Bogado Quiñonez,9810,1
101577732604886,Ramona López,Junior Julian Lezcano Guerreros,9271,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,8896,1
105930287530970,Guido Martínez 2022,Guido Rene Martinez Peralta,8446,1
483666425147964,Richard Ramirez,Richard Rolando Ramirez Rodriguez,7908,1
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,7558,2
215513440788,SENATUR,These ads ran without a disclaimer,7316,1
