Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
140691279324273,Imagens de Marca,These ads ran without a disclaimer,627,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,115,2
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,102,1
108909861879005,César Chiyaya I,These ads ran without a disclaimer,≤100,1
2146503158790969,Let's Help International,These ads ran without a disclaimer,≤100,1
103393035778315,Alotofstylewe.com,These ads ran without a disclaimer,≤100,3
315603771494,Milaap,These ads ran without a disclaimer,≤100,1
103497027790225,Fonos,These ads ran without a disclaimer,≤100,2
204426449574330,CNN Africa,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
101351691906645,The Primary Market - News,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,1
142682279138433,Gaspar Tchanja K.Chingando,Gaspar Tchanja K.Chingando,≤100,1
