Location name,Amount spent (VND)
An Giang Province,10071
Bà Rịa–Vũng Tàu Province,41835
Bình Dương Province,97658
Bình Phước Province,9475
Bình Thuận Province,6146
Bình Định Province,52171
Bạc Liêu Province,5199
Bắc Giang Province,57353
Bắc Kạn Province,1718
Bắc Ninh Province,153143
Bến Tre Province,5414
Cao Bằng Province,56980
Cà Mau Province,20251
Cần Thơ,10021
Da Nang,35399
Gia Lai Province,33375
Haiphong,43012
Ho Chi Minh City,224548
Hà Giang Province,4172
Hà Nam Province,3221
Hà Tĩnh Province,19218
Hòa Bình Province,4697
Hưng Yên Province,4492
Hải Dương Province,47121
Hậu Giang Province,8317
Khánh Hòa Province,42081
Kiên Giang Province,33252
Kon Tum Province,1862
Lai Châu Province,1717
Long An Province,37020
Lào Cai Province,6827
Lâm Đồng Province,5251
Lạng Sơn Province,5076
Nam Định Province,8965
Nghệ An Province,48510
Ninh Bình Province,7281
Ninh Thuận Province,2834
Phú Thọ Province,11651
Phú Yên Province,9064
Quảng Bình Province,4850
Quảng Nam Province,38666
Quảng Ngãi Province,29160
Quảng Ninh Province,19218
Quảng Trị Province,3045
Sóc Trăng Province,5881
Sơn La Province,8064
Thanh Hóa Province,53723
Thái Bình Province,70962
Thái Nguyên Province,103267
Thừa Thiên–Huế Province,7463
Tiền Giang Province,6414
Trà Vinh Province,8749
Tuyên Quang Province,9442
Tây Ninh Province,34407
Vĩnh Long Province,7479
Vĩnh Phúc Province,19462
Yên Bái Province,5188
Điện Biên Province,858
Đắk Lắk Province,98634
Đắk Nông Province,1960
Đồng Nai Province,84166
Đồng Tháp Province,10756
