Location name,Amount spent (USD)
Bocas del Toro Province,≤100
Chiriquí Province,329
Coclé Province,157
Colón Province,190
Darién Province,≤100
Herrera Province,121
Kuna de Madugandí,≤100
Kuna de Wargandí,≤100
Los Santos Province,≤100
Panamá Province,5741
San Blas,≤100
Unknown,≤100
Veraguas Province,106
