Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
111466150514386,Election Commission Of Pakistan - ECP,Election Commission Of Pakistan - ECP,8659,2
109771132134070,کتابوں کی بستی,Zauq E Adab,4539,9
108032181861181,Suno News HD,Suno News HD,4023,4
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,2360,9
101160702224736,White News,White News,1450,1
136685708574073,Islamic Political Movement,Islamic Political Movement,1287,4
97429917898,ProPakistani,ProPakistani,1116,1
118973541159511,Jamaat-e-Islami Lahore,Jamaat-e-Islami Lahore,1077,2
111791888503468,Hafiz Shahid Ghug,Hafiz Shahid Ghug,1017,1
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,4
120224344399508,Chaudhary Shakeel Gulzar Officíal,These ads ran without a disclaimer,862,1
821336941580426,Barrister Arshad Abdullah Fans,These ads ran without a disclaimer,859,2
1433444670238306,Malak Adil khan bazai,These ads ran without a disclaimer,608,1
102298835489335,Sahibzada Muhammad Yaqoob Khan,Sahibzada Muhammad Yaqoob Khan,570,1
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,555,1
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,526,1
1559901027613381,TRT World,These ads ran without a disclaimer,483,1
102962059519657,Inspire Today,These ads ran without a disclaimer,453,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,438,1
377782882622312,PPP Chakwal,PPP Chakwal,297,1
420026288429590,Balochistan Today,Balochistan Today,287,1
565225540184937,CGTN,These ads ran without a disclaimer,286,1
931203933666198,Startup Pakistan,These ads ran without a disclaimer,277,1
109761559905844,Price Live,These ads ran without a disclaimer,267,1
100193189474481,Lords Law Book House,These ads ran without a disclaimer,230,1
1195191507161580,Senator Seemi Ezdi,Senator Seemi Ezdi,207,1
389438921109161,Touseef Abbasi,Touseef Abbasi,188,2
544890789298426,The Daily Inside,These ads ran without a disclaimer,169,1
103237555453292,PML-N Labour Wing Division Gujranwala,These ads ran without a disclaimer,157,1
561119454038430,Imamia Books Publishers,These ads ran without a disclaimer,146,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,135,1
101584875767652,Baba Umrani Social Media Cell,These ads ran without a disclaimer,119,1
1867556536821631,Sayed Izhar Ullah Nalkot,These ads ran without a disclaimer,119,1
112689834835163,Ahmed Raza,Ahmed Raza,104,1
1555721217790131,Senator Fawzia Arshad,Senator Fawzia Arshad,≤100,1
165525366896608,Soka Gakkai,These ads ran without a disclaimer,≤100,1
113778045101039,Shaheen travel,These ads ran without a disclaimer,≤100,1
2069702893277207,Sufian Dilawer,These ads ran without a disclaimer,≤100,1
108091784319799,Khyber Heights,These ads ran without a disclaimer,≤100,1
1438220682910088,Pandaily,These ads ran without a disclaimer,≤100,1
102892139109002,सुलैमान के नीतिवचनों से बुद्धि,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,3
1481996415461299,EntheoNation,These ads ran without a disclaimer,≤100,1
102019031890024,Cooking 4 All Life,These ads ran without a disclaimer,≤100,1
621083371323466,인민망,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
106205285575214,DForce Platform,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
112957186910938,Brain Games,These ads ran without a disclaimer,≤100,1
