Location name,Amount spent (CHF)
Aargau,190
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,132
Basel-Landschaft,≤100
Bern,363
Canton of Geneva,584
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,165
Fribourg,152
Graubünden,≤100
Jura,≤100
Luzern,131
Neuchâtel,104
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,218
Unknown,≤100
Uri,≤100
Valais,161
Vaud,437
Zug,≤100
Zürich,2375
