Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,13214,20
26698813123,British Red Cross,British Red Cross,8261,15
311627208673,WWF UK,WWF UK,2603,59
9250349228,Greenpeace UK,Greenpeace UK,2119,47
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1955,60
799576543492660,The Week Junior,The Week Junior,1855,50
10677003998,Shelter,Shelter,1711,258
7715002593,UNICEF UK,Unicef UK,1529,8
7527864602,WaterAid UK,WaterAid UK,1367,75
158077247591710,Refuge,Refuge,1187,131
35671512696,World Animal Protection UK,World Animal Protection UK,927,41
2558329857727118,Families In Debt,Families in debt,897,2
121936349543,World Vision UK,World Vision UK,867,33
54605029793,British Medical Association,British Medical Association,711,2
18168505158,The Woodland Trust,Woodland Trust,682,54
112712550420527,Sumofus UK,SumOfUs,680,2
103662352102391,Family Debt Help,Ian Keith Parsons,670,7
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),661,30
177855115588808,The Week UK,The Week UK,643,21
13047522725,Crimestoppers,Crimestoppers,621,76
1613092172114946,DWP Digital,Department for Work and Pensions,620,4
25749647410,The Labour Party,The Labour Party,614,976
117476785190,Save the Children UK,Save the Children UK,560,11
698773137204706,Give My View,Built-ID,519,16
165099760197787,Welsh Government,Welsh Government,511,180
220543443746,International Rescue Committee - UK,International Rescue Committee UK,511,12
483680375497477,Shell Energy,Shell Energy Retail Limited,471,20
59367068326,The Ramblers,The Ramblers,470,11
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,465,3
7043497714,Christian Aid,Christian Aid,442,1
841894835830532,Electoral Commission UK,Electoral Commission UK,436,15
358706239805,Scope,Scope,429,5
7624294394,Amnesty International UK,Amnesty International UK,423,22
308291623138631,Eco Footprint,Richard Lee Hughes,412,1
106946654868342,Water's Worth Saving,Water UK,400,148
208573062515662,Freedom from Torture,Freedom from Torture,373,34
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,372,34
100432571538898,The Natural Patch Co.,These ads ran without a disclaimer,371,1
249209468838241,Good Law Project,Good Law Project,365,31
18044497940,Plan International UK,Plan International UK,345,46
11965205188,Practical Action,Practical Action,343,15
514212165305248,Leigh Day,Leigh Day,330,28
1160491283986885,Parent Club Scotland,Parent Club Scotland,328,17
18933154958,CARE International UK,CARE International UK,327,40
353224381469808,ifaw,IFAW,310,16
713179875369048,London Gov,The Greater London Authority,298,32
112845639376,Refugee Action,Refugee Action,295,81
101255718164248,350 UK,350.org,283,10
274651352565844,Oltco Ltd,Oltco Ltd,278,113
6233536938,War Child UK,War Child UK,267,39
105325515394672,Local Recovery,Local Recovery,267,32
394936823930287,Age International,Age International,265,48
1738524969810037,Mission India UK,Mission India UK,259,6
6707857033,Global Justice Now,Global Justice Now,258,51
