Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
105256562063637,Beta Naija Group,Beta Naija,32836,1
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,19366,1
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,13580,12
107659108870484,infolasiama,Osasona Oluwasina,12931,2
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,12132,5
103018869332378,BantuPage,Ikechukwu Orji,11258,14
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,10206,12
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,7793,4
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,7690,3
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,7046,3
654180731859809,T-Police,T-Police,5210,1
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,4814,2
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,4095,1
754967464564993,Youth Alive Foundation,Youth Alive Foundation,3689,2
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,3288,2
215863191948778,Frank Nweke Jr,Frank Nweke Ii,2452,3
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,2265,2
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,2003,4
338109312883186,China Xinhua News,These ads ran without a disclaimer,1844,1
102169824695398,Rero TV,Oghenebrorhie Okotie,1564,6
108067478661339,The Ephraim Inyang Project,Akwaowo Adiakpan,1427,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1425,1
100202924924063,Page 36,Page 36,1386,8
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,1383,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1383,2
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,1293,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,1290,2
878141452335886,The Hope For Nigeria,Kerry Kenu,1201,1
299567433503314,SDN,Stakeholder Democracy Network,1152,1
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,1075,2
110412275223352,Bago Media Centre,Bago Media Centre,1070,1
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,1057,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1044,3
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,1026,1
109752333774968,Bishop Dr Emeka Nwankpa support Group,Chinaza Somtochukwu Ibeofokile,1021,2
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,1012,2
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1012,4
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1011,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1005,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,997,1
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,922,2
102450809270806,Kangiwa 360,Yusuf Salisu Funtua,823,1
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,784,1
2249254108728941,Alh. Yahaya Barambu Project,Alh. Yahaya Barambu Project,747,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,639,3
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",632,2
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,511,1
108165847620952,Halimran printing,Enesi Audu Imrana,504,1
104180761873736,Massive Entertainment.ng,Massive Entertainment,482,2
241652942562933,Yomi Idowu,Adfol Global Enterprise,477,1
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,465,1
1194653527230251,Governor Godwin Obaseki,Governor Godwin Obaseki,461,1
504074873401716,Hon. Dr. Shehu Balarabe Kakale,Hon. Dr. Shehu Balarabe Kakale,461,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,461,1
101953642559043,NewsWorld,newsworld,449,1
355399445235927,WE Accord,Benoni Briggs,375,1
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,373,1
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,357,1
100445736279310,Hon. Ismail oke,Ismail Oke,340,2
101899172727406,Aztextiles.ng,These ads ran without a disclaimer,254,1
374438403066321,O. K. Chinda Initiative,Hanacho Marvin Chinda,243,1
106122568841080,MakandaL,These ads ran without a disclaimer,183,1
103961995309429,KO KUN SAN KT?,Aminu Isah,≤100,1
106900875202419,Newsflow.com.ng,newsflow,≤100,1
103066064372620,The Trumpet NG,These ads ran without a disclaimer,≤100,1
101097835130060,Newstrends.ng,These ads ran without a disclaimer,≤100,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,≤100,1
230313924444832,Eunice Atuejide,Garuba Oladeji,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
793143564415026,bihfoundation,These ads ran without a disclaimer,≤100,1
102277955915903,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
