Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
20468812735,LO,LO,60503,14
135843375926,UNICEF Norge,UNICEF Norge,5616,7
371106536283235,DAG OG TID,Dag og Tid AS,2306,4
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,2284,3
106613969124,Norsk Folkehjelp,Norsk Folkehjelp,2167,3
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,1966,16
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,1963,8
2398568533531114,Velferdsmiks,NHO Geneo,1483,32
132368899297,Framtiden i våre hender,Framtiden i våre hender,1399,30
10953652930,Høyre,Høyre,1318,24
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),1272,1
246264862053914,Lørenskog Arbeiderparti,Lørenskog Arbeiderparti,1141,1
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1072,23
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,959,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,851,3
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,837,2
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,808,22
305434298719,Norges Bondelag,Norges Bondelag,774,1
106319824500904,The Vow Pod,Oase Media AS,659,6
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,656,4
101815422763212,Emil Raaen - Ordførerkandidat Ap,Trøndelag Arbeiderparti,606,2
102203325950193,Ingvild Lemme Kristiansen,Stendi,595,12
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,543,5
11526489541,Senterpartiet,Senterpartiet,532,1
171408368520,Norad,Norad,489,1
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,486,2
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,485,4
116972608335219,Naturvernforbundet,Naturvernforbundet,425,1
141589002521022,Oslo Høyre,Oslo Høyre,423,6
573458549493165,Oslo kommune,Oslo kommune,409,2
180922468616209,Oslo SV,Oslo SV,400,2
