Location name,Amount spent (PKR)
Azad Kashmir,4119
Balochistan,8004
Federally Administered Tribal Areas,1425
Gilgit-Baltistan,2260
Islamabad Capital Territory,7813
Khyber Pakhtunkhwa,40367
Punjab,129719
Sindh,60826
Unknown,≤100
