Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,62112,6
108275365284886,Doc Tony Golez,Para Sa Bayan,9575,5
128057147245421,San Mig Light,San Mig Light,7803,2
107853288892129,Don Artes,RAM,7079,3
75665129515,Go Negosyo,Go Negosyo,6469,30
74186694880,Uratex Philippines,These ads ran without a disclaimer,4754,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,4414,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4017,2
100406438859954,Fight Illicit Trade,Fight Illicit Trade,3740,2
325780477966356,Geo 24/7,Energy Development Corporation,3628,8
701517253228758,DOSTv,DOSTv,2649,9
547821942058909,Pilipinas Today,WFPH,2512,23
115419768085260,Lokal,Lokal,2331,3
107768512296982,Century Tuna Saving Our Seas,These ads ran without a disclaimer,2185,3
220125414691980,Philusa Corporation,Philusa Corporation,1956,4
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1902,4
112952897079549,Energy Development Corporation,Energy Development Corporation,1791,6
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,1733,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1719,2
1566478310240623,Francis Tolentino,Francis Tolentino PH,1715,4
378813345524368,Haier,Haier,1392,1
100170811672425,Pilipinas Today Kyusi,WFPH,1245,13
257830240980106,Ronnie Dadivas,Roxas City United,1182,8
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1020,4
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,1012,1
330818486937353,John Dalipe - Page,John Dalipe - Page,1000,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,988,2
868774573241656,IVO Philippines,These ads ran without a disclaimer,987,2
223618785182273,Pilipinas,WFPH,963,11
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,946,14
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,915,6
134752476678442,Philippine Star,These ads ran without a disclaimer,909,1
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,803,5
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,803,7
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,802,2
