Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,12677,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7107,3
110985836193,Loren Legarda,Clutch Media,4520,1
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",3474,17
109779168718740,Doc Willie Heatth Tips,These ads ran without a disclaimer,3099,10
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2950,3
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",2686,8
265779500134955,SM Supermalls,SM Supermalls,2605,4
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2506,1
48688071399,Greenpeace Philippines,Greenpeace Philippines,2259,3
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2229,33
547821942058909,Pilipinas Today,WFPH,2146,20
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,2021,5
108315482207464,Greenpeace Philippines - Iloilo Volunteers,Greenpeace Philippines,2020,1
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,1773,2
1922749344643532,The World Tonight,The World Tonight,1724,19
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,1589,5
495629064258114,Lolita Karen Javier,Amor U. Nacional,1585,2
112186511545750,ACEN RES,ACEN RES,1406,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1375,9
378813345524368,Haier,Haier,1355,2
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,1352,7
186667502068528,Larry De Costa,WFPH,1350,15
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1345,3
156752721080952,Sonny Angara,Sonny Angara,1259,2
1380167115635985,LEDS Clothing,LEDS Clothing,1196,10
107853288892129,Don Artes,Friends of Don Artes,1178,4
269175894020945,Pilipinas Today,WFPH,1142,11
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1053,2
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1038,1
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1019,2
