Location name,Amount spent (AUD)
Australian Capital Territory,936
Jervis Bay Territory,≤100
New South Wales,19457
Norfolk Island,≤100
Northern Territory,351
Queensland,10971
South Australia,4183
Tasmania,1023
Unknown,≤100
Victoria,20098
Western Australia,5910
