Location name,Amount spent (TRY)
Adana Province,16580
Adıyaman Province,2591
Afyonkarahisar Province,3994
Aksaray Province,8293
Amasya Province,1846
Ankara Province,59061
Antalya Province,20189
Ardahan Province,1058
Artvin Province,1370
Aydın Province,8757
Ağrı Province,799
Balıkesir Province,15479
Bartın Province,1161
Batman Province,2285
Bayburt Province,545
Bilecik Province,2194
Bingöl Province,638
Bitlis Province,849
Bolu Province,1933
Burdur Province,1587
Bursa Province,36812
Denizli Province,9560
Diyarbakır Province,3917
Düzce Province,2473
Edirne Province,2287
Elazığ Province,2396
Erzincan Province,3002
Erzurum Province,2574
Eskişehir Province,10660
Gaziantep Province,19839
Giresun Province,5027
Gümüşhane Province,637
Hakkâri Province,382
Hatay Province,5495
Isparta Province,4493
Istanbul Province,179104
Iğdır Province,583
Kahramanmaraş Province,4001
Karabük Province,3127
Karaman Province,1703
Kars Province,705
Kastamonu Province,7077
Kayseri Province,17641
Kilis Province,1360
Kocaeli Province,21866
Konya Province,16832
Kütahya Province,3128
Kırklareli Province,3647
Kırıkkale Province,1731
Kırşehir Province,1643
Malatya Province,2685
Manisa Province,9264
Mardin Province,2265
Mersin Province,23793
Muğla Province,5800
Muş Province,496
Nevşehir Province,4711
Niğde Province,4924
Ordu Province,5950
Osmaniye Province,3325
Rize Province,2662
Sakarya Province,4825
Samsun Province,10861
Siirt Province,879
Sinop Province,1580
Sivas Province,3743
Tekirdağ Province,8659
Tokat Province,4019
Trabzon Province,6341
Tunceli Province,260
Unknown,187
Uşak Province,6268
Van Province,2136
Yalova Province,7253
Yozgat Province,3569
Zonguldak Province,4510
Çanakkale Province,7240
Çankırı Province,2432
Çorum Province,3369
İzmir Province,33309
Şanlıurfa Province,7448
Şırnak Province,1100
