Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
532962446729390,Australian Families,Department of Social Services,6695,49
102329728050606,Yes23,Yes23,4103,80
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3297,289
334563333634959,Australian Government Department of Education,Australian Government Department of Education,2701,7
1560052940889283,Isaac Regional Council,Isaac Regional Council,2528,3
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,2418,48
299753643444311,AEC,Australian Electoral Commission,2183,4
104180525925926,Fair Australia,Advance Australia,1553,29
89794331215,Oxfam,Oxfam Australia,1340,99
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,1146,21
1776727752614025,Glencore,Glencore Australia,1103,13
49453745631,Amnesty International Australia,Amnesty International Australia,881,25
160054227468,World Vision Australia,World Vision Australia,818,9
528169690561801,Cameron Caldwell,Liberal National Party of Queensland,781,8
92824008332,Plan International Australia,Plan International Australia,765,17
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,698,14
117806591312470,Not Enough,Advance Australia,676,24
120075541104233,Gold Coast Labor,Queensland Labor,673,3
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,673,1
134712696593275,Dan Andrews,Daniel Andrews MP,670,14
113998151684022,Referendum News,Advance Australia,670,13
122271967535458,Jan For Fadden,Australian Citizens Party,614,11
447447719391089,Health Care Providers Association,Health Care Providers Association,608,7
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,594,20
231341250224498,Australian Ethical Investment,Australian Ethical Investment,579,19
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,552,5
927439480613235,Minerals Council of Australia,Minerals Council of Australia,545,1
404948826259784,Senator James McGrath - Fighting for Queensland,Senator James McGrath - Fighting for Queensland,527,12
103259978010848,SA Government,South Australian Government,499,40
181578525342930,Master Builders Australia,Master Builders Australia,487,32
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,473,10
10113538711,WWF-Australia,WWF-Australia,465,6
694832627392516,Prime Super,Prime Super,456,31
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,449,9
125812604095801,Invasive Species Council,Invasive Species Council,437,63
471390022952217,APPEA - Our Natural Advantage,APPEA,422,41
1445863699024135,Business Council of Australia,Business Council of Australia,405,15
494820897261439,Bank Australia,Bank Australia,404,16
352953834815624,Jason Wood MP,Jason Wood MP,401,7
59024478936,Monash University,Monash University,397,18
160089444042253,WA Labor,WA Labor,376,3
105140971475089,Chuffed.org - Australia,Chuffed.org,329,4
100492139310916,Australian Assange Campaign,Australian Assange Campaign,324,3
10852627380,World Animal Protection Australia,World Animal Protection Australia,316,8
8422338499,The Wilderness Society,The Wilderness Society,314,31
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,300,34
536780606335962,Michelle Landry,Michelle Landry,292,4
223820240968967,Western Australian Electoral Commission,Western Australian Electoral Commission,270,2
149648047339,Save the Children Australia,Save the Children Australia,258,19
101791443183,Melbourne Water,Melbourne Water,242,4
100385049145414,Allegra Spender,Allegra Spender MP,242,11
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,225,26
107939487783753,Garth Hamilton MP,Garth Hamilton MP,224,5
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,216,7
133570433378147,Roger Cook,WA Labor,214,3
106162562029507,Jenny Ware MP - Federal Member for Hughes,Jenny Ware MP,199,2
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,182,9
182564410468,Australia for UNHCR,Australia for UNHCR,181,12
107957850547464,Hayley Edwards - YOUR Independent for Rockingham,Hayley Edwards - YOUR Independent for Rockingham,178,2
172094012830551,Australian Paralympic Team,Paralympics Australia,170,8
272757739102,Engineers Australia,Engineers Australia,169,8
144975872321975,Market Forces,Market Forces,164,4
102487032784269,Powered By Tasmania,Powered By Tasmania,156,10
316480331783930,Australian Unions,Australian Unions,155,63
22936848857,Institute of Public Affairs,Institute of Public Affairs,155,4
1466035070293582,Alex Hawke MP,Alex Hawke MP,149,2
1767500736833451,Sustainable Population Australia,Sustainable Population Australia,149,17
1300759363397798,Terry Young MP,Terry Young MP,145,3
280996218747910,Tim Richardson,Tim Richardson,144,10
