Location name,Amount spent (CLP)
Antofagasta Region,170175
Araucanía Region,378728
Arica y Parinacota Region,91270
Atacama Region,80246
Aysén Region,48644
Bío Bío Region,787390
Coquimbo Region,225072
Los Lagos Region,237316
Los Ríos Region,130068
Magallanes y la Antártica Chilena Region,62848
Maule Region,349863
O'Higgins Region,241988
Santiago Metropolitan Region,2864246
Tarapacá Region,77554
Unknown,1977
Valparaíso Region,592703
