Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,7237,22
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1531,1
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,510,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,364,2
102652064888705,REDUY.net,REDUY,111,1
106152954688107,División de Ambiente y Cambio Climático-IDR,These ads ran without a disclaimer,≤100,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,3
339506493370193,Richard Sander,Richard Saul Sander Darín,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
104250978660291,ycmchallenge,These ads ran without a disclaimer,≤100,1
102114195935400,The House Project,These ads ran without a disclaimer,≤100,1
