Location name,Amount spent (THB)
Amnat Charoen,112
Ang Thong,106
Ayutthaya,382
Bangkok,9728
Bueng Kan,150
Buriram,433
Chachoengsao,310
Chai Nat,120
Chaiyaphum,308
Chanthaburi,257
Chiang Mai,2241
Chiang Rai,540
Chon Buri,1524
Chumphon,264
Kalasin,255
Kamphaeng Phet,796
Kanchanaburi,417
Khon Kaen,692
Krabi,227
Lampang,331
Lamphun,165
Loei,215
Lop Buri,265
Mae Hong Son,≤100
Maha Sarakham,320
Mukdahan,121
Nakhon Nayok,≤100
Nakhon Pathom,426
Nakhon Phanom,213
Nakhon Ratchasima,1105
Nakhon Sawan,379
Nakhon Si Thammarat,635
Nan,166
Narathiwat,309
Nong Bua Lam Phu,144
Nong Khai,197
Nonthaburi,830
Pathum Thani,562
Pattani,549
Phangnga,147
Phatthalung,306
Phayao,202
Phetchabun,265
Phetchaburi,208
Phichit,188
Phitsanulok,884
Phrae,191
Phuket,719
Prachin Buri,203
Prachuap Khiri Khan,240
Ranong,127
Ratchaburi,419
Rayong,525
Roi Et,388
Sa Kaeo,187
Sakon Nakhon,382
Samut Prakan,384
Samut Sakhon,380
Samut Songkhram,≤100
Saraburi,322
Satun,217
Sing Buri,≤100
Sisaket,406
Songkhla,2136
Sukhothai,293
Suphan Buri,305
Surat Thani,753
Surin,395
Tak,299
Trang,289
Trat,159
Ubon Ratchathani,780
Udon Thani,542
Unknown,≤100
Uthai Thani,107
Uttaradit,322
Yala Province,369
Yasothon,173
