Location name,Amount spent (EUR)
Aruba,≤100
Curaçao,≤100
Drenthe,355
Flevoland,292
Friesland,438
Gelderland,1325
Groningen,421
Limburg,798
Noord-Holland,2305
North Brabant,1518
Overijssel,759
Unknown,≤100
Utrecht,994
Zeeland,238
Zuid-Holland,2917
