Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,1872,17
122074554119,EU Social,EU Social,1729,7
178362315106,European Parliament,European Parliament,1594,10
1043011275746191,USR Botoșani,USR Botoșani,366,3
163943696987223,Ziarul Puterea,Ziarul Puterea,327,22
106318718894637,Infrastructură 5,Infrastructură 5,280,1
117848065510546,PSD Bihor,PSD Bihor,228,1
114319753592403,AFACERI.news,Trend Communication,226,4
149371012371397,Newsweek Romania,Newsweek Romania,222,12
113009310432947,Ilie Cheșa,Ilie Cheșa,213,3
233460426760688,Daniel Harpa,Daniel Harpa,212,2
1133289623473565,Lucian Patrascu,Partidul Social Democrat,206,4
111273528544907,Alianța Național Creștină,Alianța Național Creștină,205,1
321890494859228,Vlad Gheorghe,Vlad Gheorghe,203,6
731035500293728,Siegfried Muresan,Siegfried Muresan,199,1
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,198,1
108494838851355,Comunitatea liberală sector 3,Partidul National Liberal Filiala Sector 3,194,1
114237203329659,Lucian Sova,Lucian Sova,182,1
104567525917114,Vasile NAGY,Vasile NAGY,139,2
104143560936377,Irineu Darău,Birou Parlamentar Ambrozie-Irineu Darău,135,10
827831393930594,Alin Ignat,Alin Ignat,131,4
1145522045624751,Filip Havarneanu,Filip Havarneanu,131,3
102106432515274,Partidul Patriotilor,Partidul Patriotilor,131,1
146599018696771,NATO,NATO,125,1
1560147330888040,Winkler Gyula,Winkler Gyula,123,2
116657837994402,Partidul Câmpina Curată,Partidul Câmpina Curată,123,17
1469610256621123,PNL Dambovita,PNL Dambovita,121,9
104369154745548,Diana Stoica,Diana Stoica,119,4
150909498384134,Varga Glad,Varga Glad,117,4
101971268361738,Andrei Miftode,Cabinet Parlamentar Marius Andrei Miftode,117,8
527351247377965,European Committee of the Regions,European Committee of the Regions,115,11
109556372802910,USR Dolj,USR Dolj,114,2
1128229287275038,Silvia Dinică,Silvia Dinică,113,4
503493536520335,Corneliu Stefan,Corneliu Stefan,112,53
872508899534866,Gelu Panfil,Gelu Panfil,112,2
