Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
175406365841914,Arnoldo Wiens,Global Agencia,3910933,34
1468570519872644,Santiago Peña,PRANA SA,3556999,19
110447625137045,Pilar Callizo,PautaPY,1729696,4
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,1168831,13
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,1082251,22
309537729651941,JuanMa Brunetti,Global Agencia,839882,19
286989224667281,Marito Abdo,Marca Py,834972,6
532716330164048,Sole Núñez,Soledad Núñez,629870,10
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,619390,1
102266292553995,Sucia Política,Diego Ricardo Ramírez,595660,4
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,591616,12
109830218400800,Lea Giménez,Lea Raquel Gimenez Duarte,561760,6
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,532145,3
386081914814521,Martin Burt,Martin 2023,498845,3
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,427356,14
325540631525675,En La Tecla,En la Tecla,419198,6
1151984808290856,Hugo Portillo,Hugo Portillo,384886,18
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365326,9
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,362141,12
406051639796522,Eduardo Zavala,Eduardo Zavala,361259,23
199949073442305,Lilian Samaniego,Adventura,361150,6
111353505103100,Santi Mbatara,Somos Paraguay,339105,9
106257452820864,Tito Saguier,Tito Saguier,292462,1
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,273015,8
102193762632115,Patricia dos Santos,Patricia Dos Santos,261688,9
1100381323431017,Wilberto Cabañas,Wilberto Cabanas,261498,13
109700221917436,Rodrigo Blanco Amarilla,Rodrigo Blanco Amarilla,237980,15
105796025619350,Tati Giménez Diputado 2023,Patria Querida,235092,14
132554373464255,La Nación,Nación Media,227128,2
102467002671611,Jorge Heisecke,Jorge Heisecke,218262,3
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,189356,5
461660720881072,José Rodríguez,Douglas Mateus Hendges,187590,1
110311005122985,Guillermo Sosa,Guillermo Sosa,176407,35
109071601870453,Leandro Prieto Ruiz,Leandro Jose Prieto Ruiz,173248,2
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,171225,1
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,167697,3
1098840566826770,Gral. Soto Estigarribia,Jeannette Cuevas,157176,2
279495618730067,MANUEL RADICE,Manuel Radice,147412,7
725834240910220,Noticiero Paraguay,Noticiero Paraguay,146345,13
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,136942,3
1094373423935985,German Solinger,Grissel Zárate Sotelo,135353,1
1856745507987901,Dr. Guillermo Rodriguez Duré,Guille Rodriguez,129870,2
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,129765,1
106104815567034,Luis Villalba,Cesar Joel Godoy Rojas,127580,7
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,126128,1
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,122396,2
105386388829016,Martín Presidente,Hugo Ildefonso Espinola Ricardo,117156,3
180074438672628,Somos Noticias,Somos Paraguay,111760,2
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,111493,9
299252357224023,Darío Filártiga Opción 23 Senado,Fiorella Maria Sanchez Capurro,109657,4
299535480464229,Alejandro Rodriguez,Celso Alejandro Rodriguez Colman,109595,2
106205982201348,Ernesto Concejal,Ernesto Daniel Mareco Martinez,109052,3
106981968505171,Adi Vázquez,Aditardo Vázquez Rojas,105530,6
838018169889993,Fernando Ojeda,Fernando Ojeda,101477,3
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,101136,9
104096115823278,Tomas Bittar Junta de Gobierno 2023-2028,Tomas Enrique Bittar Navarro,101018,1
118756543324306,Marcelo Rojas,Marcelo Rojas,100489,2
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,93270,10
263037407490496,Édgar López Gobernador,Christian Guillermo Vazquez Sanchez,88171,1
1674406235935099,Brunno Nizza,Brunno Nizza,86803,2
112524511206042,Nelson Armoa,DGWorld,79578,3
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,79570,1
124476131441330,Partido Hagamos,Partido Hagamos,75932,1
965982976748127,HUGO MOREL,Hugo Milciades Morel Figueredo,75066,2
153958777947957,Paulo Reichardt,Paulo Reichardt,74750,1
103553128421427,Antonio Solis Intendente,Jorge Antonio Solis Godoy,69577,4
105031404894363,Carlos Mercado Rotela,Daniel Elieser Mariño Suarez,69165,3
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,64972,6
104595072917349,Gonzalo Carreras,Ezequiel Carreras,63084,5
405176719648043,Dr. César Meza Bría,Esteban Giovanni Fortunatti,62649,1
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,60425,3
578926285590203,Edgar Ibáñez,Edgar Moises Ibañez Baez,60036,9
220307198742892,Sebastian Cheba Remesowski,Victor Daniel Ibañez Miranda,58373,3
105787598141250,Ever Rojas Borja,IMAGEN DE GOBIERNO,57769,1
945217102186450,Vidal Vázquez,Miguel Acosta Benitez,57720,2
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,57720,1
171222730424081,Michel Flores Fernández,Michel Patricio Flores Fernandez,56091,1
120061519391875,César Paredes,César Paredes,55790,4
235526436573168,Ing. Eche Tu Diputado,Adalberto Pastor Echeverría Villasboa,55367,3
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,51066,1
397788123735216,Pey Vargas,Pedro Jose Emmanuel Vargas Carnibella,50347,2
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,50291,1
1734894683407567,Municipalidad Hernandarias,Eric Fabian Benitez,50068,17
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,48305,1
107587622053186,Dra. Vivian Santander 2023,Santander Santander Clinica,46904,6
105658755623012,Euge Peroni,Nahuel Ayala Gomez,46717,2
101132102699195,Cecilio Presidente Seccional Nro 5 - 2023,Alejandro Rafael Colman,43348,2
100566575581065,Ing. Ramón Montanía,Ramón Montania Fernandez,43290,1
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,43233,1
105162875597097,Marcelo Bedoya Senador 2023,PLRA,39119,3
222961017827862,Edgar Olmedo,Edgar Olmedo,39070,3
106270632061579,Edgar Alejandro Fernandez,Edgar Alejandro Fernandez Garcete,37496,3
107351575426755,Dani Arce Senador,Victor Daniel Arce Gonzalez,37453,1
102316839215739,Hilda Ferras Candidato Político,Hilda Beatriz Arguello,37144,2
