Location name,Amount spent (BRL)
Acre (state),1301
Alagoas,3141
Amapá,1008
Amazonas,5498
Bahia,13715
Ceará,11558
Espírito Santo,9067
Federal District,4854
Goiás,8095
Maranhão,6493
Mato Grosso,5837
Mato Grosso do Sul,3596
Minas Gerais,28012
Paraná,15583
Paraíba,6240
Pará,11097
Pernambuco,10875
Piauí,3552
Rio Grande do Norte,4983
Rio Grande do Sul,15713
Rio de Janeiro (state),19397
Rondônia,2880
Roraima,692
Santa Catarina,14217
Sergipe,2405
São Paulo (state),55160
Tocantins,1427
Unknown,≤100
