Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,1716418,14
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,1501941,2
1438703606372190,Elham Said Freiha,Elham Freiha,940299,2
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,733284,2
106197498149118,لبنان الكبير,Grand Lebanon,604180,19
116141051407408,Amin Salam,Rami Salam,462687,4
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,313433,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,281343,4
110470091436602,Ici Beyrouth,Ici beyrouth,168955,9
102672531482527,Ihab Matar - إيهاب مطر,AW,164179,2
1744356319118477,هنا لبنان,هنا لبنان,156269,7
161488540921957,صيدا أون لاين - أخبار صيدا,Saida Online,134328,1
121129357949826,Saida Online,Saida Online,134328,2
107800617419717,MYKA Foundation,Elie M. ElHelou,104478,2
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,103433,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,81134,2
196194167587196,Mada - مدى,Mada - مدى,74627,1
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,59701,1
105319651353770,Jusur,Jusur,49105,2
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,44776,1
106821968055687,Leila Dagher,Leila Dagher,29851,1
2082052578716332,محمد شفيق حمود,Arab Window,29851,1
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,25821,1
109112633772887,180post,180Post,14925,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,14925,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,14925,1
128417954019381,Al-Moltaka,Melhem Boustany,14925,2
368119983327926,العربي الجديد,These ads ran without a disclaimer,12388,1
105989515802888,Vegan Foamer,These ads ran without a disclaimer,1556,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,1
1366918240101116,ITranslator & Easy Link-0411-L1,These ads ran without a disclaimer,≤100,1
106157461342918,Faisal M Aldhafeeri,These ads ran without a disclaimer,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,3
103553614349757,Hafryat plus,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
205908059936127,النبطية حاضرة جبل عامل Nabatieh,These ads ran without a disclaimer,≤100,1
367170660769303,Button - Fast & Secure Master 0417-L1,These ads ran without a disclaimer,≤100,1
103539352441304,nadeen.m.ayoub,These ads ran without a disclaimer,≤100,1
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
146947445351555,مركز الفكر الاستراتيجي للدراسات,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
