Location name,Amount spent (USD)
Alabama,14413
Alaska,2881
Arizona,26902
Arkansas,8513
California,101647
Colorado,16796
Connecticut,8453
Delaware,4070
Florida,77732
Georgia,31840
Guam,≤100
Hawaii,3713
Idaho,6817
Illinois,36901
Indiana,22225
Iowa,13917
Kansas,11981
Kentucky,18646
Louisiana,16281
Maine,14897
Maryland,20691
Massachusetts,20194
Michigan,38553
Minnesota,15582
Mississippi,13481
Missouri,19577
Montana,4731
Nebraska,6780
Nevada,13853
New Hampshire,7631
New Jersey,29613
New Mexico,6764
New York,55576
North Carolina,44527
North Dakota,2612
Northern Mariana Islands,≤100
Ohio,48478
Oklahoma,14445
Oregon,13873
Pennsylvania,47306
Puerto Rico,≤100
Rhode Island,2770
South Carolina,23058
South Dakota,2400
Tennessee,25013
Texas,105547
Unknown,105
Utah,12326
Vermont,1625
Virgin Islands (U.S.),≤100
Virginia,27239
Washington,21406
"Washington, District of Columbia",7120
West Virginia,7420
Wisconsin,17463
Wyoming,1875
