Location name,Amount spent (NOK)
Akershus,6288
Aust-Agder,914
Buskerud,2354
Finnmark,742
Hedmark,1730
Hordaland,5429
Møre og Romsdal,2245
Nord-Trøndelag,1508
Nordland,2063
Oppland,1772
Oslo,9979
Rogaland,4280
Sogn og Fjordane,907
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5620
Telemark,1542
Troms,2017
Unknown,≤100
Vest-Agder,1773
Vestfold,1916
Østfold,2822
