Location name,Amount spent (CLP)
Antofagasta Region,158001
Araucanía Region,272100
Arica y Parinacota Region,68355
Atacama Region,81017
Aysén Region,36773
Bío Bío Region,592478
Coquimbo Region,237090
Los Lagos Region,228833
Los Ríos Region,121991
Magallanes y la Antártica Chilena Region,48309
Maule Region,280465
O'Higgins Region,264261
Santiago Metropolitan Region,2727013
Tarapacá Region,72183
Unknown,1080
Valparaíso Region,577168
