Location name,Amount spent (EUR)
Aveiro District,182
Azores,≤100
Beja District,≤100
Braga District,248
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,134
Faro District,187
Guarda District,≤100
Leiria District,147
Lisbon District,1071
Madeira,≤100
Portalegre District,≤100
Porto District,656
Santarém District,119
Setúbal District,342
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
