Location name,Amount spent (MYR)
Johor,264
Kedah,372
Kelantan,163
Kuala Lumpur,394
Labuan,≤100
Malacca,≤100
Negeri Sembilan,125
Pahang,115
Penang,141
Perak,213
Perlis,≤100
Putrajaya,≤100
Sabah,216
Sarawak,215
Selangor,639
Terengganu,111
