Location name,Amount spent (PKR)
Azad Kashmir,779
Balochistan,1176
Federally Administered Tribal Areas,241
Gilgit-Baltistan,449
Islamabad Capital Territory,900
Khyber Pakhtunkhwa,5405
Punjab,17137
Sindh,938574
Unknown,≤100
