Location name,Amount spent (USD)
Barisal Division,≤100
Chittagong Division,255
Dhaka Division,501
Khulna Division,≤100
Rajshahi Division,104
Rangpur Division,≤100
Sylhet Division,≤100
Unknown,≤100
