Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
189701254384965,Eneco,Eneco,2229,27
57729029960,Amnesty International Nederland,Amnesty International Nederland,1160,109
164448196903465,Simavi,Simavi,963,19
428670174395114,Vattenfall,Vattenfall Nederland,707,7
93833638834,Plan International NL,Plan International NL,642,27
133687759997528,ASN Bank,ASN Bank,641,12
288295911466,Greenpeace Nederland,Greenpeace Nederland,631,25
120184871378246,Aidsfonds,Aidsfonds,613,6
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,605,105
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,573,6
83439828234,Milieudefensie,Milieudefensie,538,96
288295911466,Greenpeace Nederland,These ads ran without a disclaimer,534,15
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,342,19
1830425247191865,Cordaid,Cordaid,302,13
159449970751999,Save the Children Nederland,Save the Children Nederland,295,20
165625476919894,CNV Vakmensen,CNV Vakmensen,271,46
120034538112114,Stichting Vluchteling,Stichting Vluchteling,256,1
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,237,10
170725579702314,ActionAid Nederland,ActionAid,231,33
349312760804,World Vision Nederland,World Vision NL,218,30
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,209,22
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,202,3
160001040736183,Fairtrade Nederland,Fairtrade Nederland,188,93
488054904564547,ifaw,Stichting IFAW,170,46
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,154,22
121264564551002,VVD,VVD,153,5
198486356863605,Longfonds,Longfonds,142,34
138716512980750,Europa in Nederland,De Vertegenwoordiging van de Europese Commissie,140,1
142080576837,Vrij Nederland,Vrij Nederland,134,6
122620689140585,Ongehoord Nederland TV,Ongehoord Nederland,117,2
514814491878400,NVVE,NVVE,114,6
108826957150072,Tata Steel in Nederland,Tata Steel IJmuiden B.V.,111,2
93833638834,Plan International NL,These ads ran without a disclaimer,107,2
101701619359166,GOUD Nederland,Fractie den Haan = Goud,105,2
404247949634770,CARE Nederland,CARE Nederland,101,26
1637965639787416,Nacht van de Vluchteling,Nacht van de Vluchteling,≤100,1
117483088313381,CIWF Nederland,CIWF Nederland,≤100,5
115027651906533,Wakker Dier,Wakker Dier,≤100,37
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,≤100,16
112610778765918,Rijkswaterstaat,These ads ran without a disclaimer,≤100,2
128393027527,SP,SP,≤100,23
288700097949818,Mijn Stem,Citisens,≤100,2
