Location name,Amount spent (CZK)
Central Bohemian Region,11667
Hradec Králové Region,5518
Karlovy Vary Region,3088
Liberec Region,4259
Moravian-Silesian Region,12416
Olomouc Region,6596
Pardubice Region,4787
Plzeň Region,5804
Prague,24420
South Bohemian Region,5727
South Moravian Region,13497
Unknown,≤100
Vysočina Region,4275
Zlín Region,5395
Ústí nad Labem Region,10391
