Location name,Amount spent (BRL)
Acre (state),320
Alagoas,910
Amapá,381
Amazonas,2415
Bahia,4264
Ceará,5129
Espírito Santo,1666
Federal District,2298
Goiás,3039
Maranhão,2519
Mato Grosso,1968
Mato Grosso do Sul,2041
Minas Gerais,9375
Paraná,6865
Paraíba,1378
Pará,3855
Pernambuco,3487
Piauí,915
Rio Grande do Norte,1488
Rio Grande do Sul,7820
Rio de Janeiro (state),8251
Rondônia,743
Roraima,240
Santa Catarina,4559
Sergipe,916
São Paulo (state),29288
Tocantins,530
Unknown,≤100
