Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
339630283160450,Al Tayer Motors Land Rover UAE,Al Tayer Motors Land Rover UAE,322,2
1534982756793690,Foodvisor,These ads ran without a disclaimer,251,3
158417644209993,Gulfood,These ads ran without a disclaimer,≤100,4
104020935928278,Pan Passport,These ads ran without a disclaimer,≤100,1
101916699499203,وقف الأمة لدعم متضرري الزلزال,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,4
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
135712349852742,Invest Seoul,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,≤100,1
2101293130136444,NewPsy,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
110250768050959,IMPT - The Impact Project,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,2
1539423449628439,شبكة أصدقاء فلسطين,These ads ran without a disclaimer,≤100,2
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,7
107660204440212,BTK TV,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,2
106068488158725,Graduatez - College Journey,These ads ran without a disclaimer,≤100,4
