Location name,Amount spent (ZAR)
Eastern Cape,978
Free State,666
Gauteng,3837
KwaZulu-Natal,1248
Limpopo,587
Mpumalanga,596
North West,394
Northern Cape,284
Unknown,≤100
Western Cape,4934
