Location name,Amount spent (CLP)
Antofagasta Region,205130
Araucanía Region,322789
Arica y Parinacota Region,90216
Atacama Region,75414
Aysén Region,31830
Bío Bío Region,760308
Coquimbo Region,988309
Los Lagos Region,227767
Los Ríos Region,114699
Magallanes y la Antártica Chilena Region,103176
Maule Region,338691
O'Higgins Region,452138
Santiago Metropolitan Region,2350356
Tarapacá Region,220467
Unknown,≤100
Valparaíso Region,1624084
