Location name,Amount spent (EUR)
Burgenland,224
Carinthia,424
Lower Austria,1050
Salzburg,464
Styria,1275
Tyrol,495
Unknown,≤100
Upper Austria,1827
Vienna,2239
Vorarlberg,367
