Location name,Amount spent (NOK)
Akershus,5823
Aust-Agder,1127
Buskerud,2738
Finnmark,1649
Hedmark,1947
Hordaland,5878
Møre og Romsdal,2780
Nord-Trøndelag,1503
Nordland,3860
Oppland,2487
Oslo,12509
Rogaland,4947
Sogn og Fjordane,1009
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4210
Telemark,2118
Troms,2514
Unknown,≤100
Vest-Agder,2719
Vestfold,2550
Østfold,2546
