Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
1904070096535109,スマート選挙,株式会社センキョ,122182,27
745139222217087,TRILL - トリル,These ads ran without a disclaimer,92373,4
475681929154100,国連UNHCR協会,国連UNHCR協会,88020,6
684161888345926,西日本新聞me,西日本新聞me,33373,22
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,21646,14
100829478815938,おしゃべり会議,立憲民主党青年局,10557,1
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,8324,1
2317579431859030,岐阜県議会議員 さとう武彦,岐阜県議会議員 さとう武彦,8120,1
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,7873,2
102468941548369,宮城県民共済,宮城県民共済,7329,3
603731356470113,関西学院大学　診療所を中核とした地域医療経営人材育成プログラム,関西学院大学専門職大学院　経営戦略研究科,5000,1
109780572031538,洞口さとし,船橋市政と子育て世代の会,4998,4
109760801771369,橋本 みきひこ,橋本 みきひこ,4163,5
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,4062,1
125257357528046,"株式会社クリーク・アンド・リバー社（Creek and River Co., Ltd.）","株式会社クリーク・アンド・リバー社（Creek and River Co., Ltd.）",3581,1
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,3118,3
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,2993,8
313006265799765,都民ファーストの会 滝田やすひこ （前 東京都議会議員 / 八王子市選出）,都民ファーストの会　滝田やすひこ,2756,3
102452195938490,柴田英樹,柴田英樹,2563,1
102104016089903,上田かずき,上田かずきと共に未来を考える会,2556,30
116729377981441,倉敷市未来価値創造人材確保支援事業,株式会社東京リーガルマインド　広島本校,2222,3
223324342968906,せんだい自民党,田村勝,2148,1
379131742205275,女性と子どものエンパワメント関西,女性と子どものエンパワメント関西,2121,2
116725087954725,りんご教室byだいだい薬局,浅井良平,2108,2
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,2046,3
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,1996,1
104525832559827,ごとう慎太郎,後藤　慎太郎,1588,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1534,9
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,1204,1
375392969306250,福岡県議会議員 板橋さとし 事務所,Satoshi Itahashi,1083,1
224310161276282,伊藤たかえ,伊藤 たかえ,1058,1
881025135256351,Japan In-depth,Japan In-depth,939,4
