Location name,Amount spent (CZK)
Central Bohemian Region,14781
Hradec Králové Region,6444
Karlovy Vary Region,3444
Liberec Region,4956
Moravian-Silesian Region,12660
Olomouc Region,6819
Pardubice Region,5585
Plzeň Region,6632
Prague,30439
South Bohemian Region,6928
South Moravian Region,18728
Unknown,≤100
Vysočina Region,5053
Zlín Region,6541
Ústí nad Labem Region,9144
