Location name,Amount spent (BRL)
Acre (state),510
Alagoas,1210
Amapá,367
Amazonas,3165
Bahia,5239
Ceará,6233
Espírito Santo,1754
Federal District,2662
Goiás,3505
Maranhão,4607
Mato Grosso,1845
Mato Grosso do Sul,1617
Minas Gerais,10395
Paraná,6476
Paraíba,1643
Pará,3159
Pernambuco,5009
Piauí,1072
Rio Grande do Norte,2137
Rio Grande do Sul,9755
Rio de Janeiro (state),10549
Rondônia,983
Roraima,279
Santa Catarina,4861
Sergipe,1608
São Paulo (state),34205
Tocantins,821
Unknown,≤100
