Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,28892,219
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14514,7
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,10335,3
152472278103133,賴清德,賴清德,8669,2
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,8466,7
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),7000,26
106801464127093,目目非營利 MUVE NPO,目目非營利,6984,22
113021403762187,法律協會-債務協商 更生 清算 -全台服務,法律協會-債務協商 更生 清算 -全台服務,6857,2
101176989480437,九槍 And Miles to Go Before I Sleep,九槍 And Miles to Go Before I Sleep,5814,21
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,5307,3
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,4892,3
177161918975981,基督教芥菜種會,基督教芥菜種會,4646,21
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),4183,8
219315794887869,聯合報,聯合報股份有限公司,3142,26
108993005534056,台灣的選擇,台灣的選擇,3012,2
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,2531,3
390569611008641,願景工程 Vision Project,願景工程基金會,2449,28
1833187540297220,牛煦庭,牛煦庭,2266,1
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,2099,20
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,2036,4
158025223269,今周刊,今周刊,1914,5
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1672,23
286487218798,遠見雜誌,遠見雜誌,1598,4
113983313393511,Aikenjapan Taiwan,These ads ran without a disclaimer,1577,3
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,1544,4
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,1515,2
368397373312842,游顥,游顥,1511,3
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,1362,1
112626208534837,Eiiesa,These ads ran without a disclaimer,1234,1
211730475524462,大陸委員會,大陸委員會,1178,5
1629474157289221,小牛頓,小牛頓科學教育有限公司,1172,7
188358792124,聯經出版,聯經出版,1083,8
277223962685223,Nespresso.TWN,Nespresso.TWN,1043,6
106665874127896,TUN 惇聚,TUN 惇聚,1019,3
748193915263885,羅廷瑋,羅廷瑋,1007,7
171759036215066,創世紀不動產教育訓練中心,創世紀不動產教育訓練中心,1005,7
127193634107785,陳世凱,陳世凱,968,1
113115841660729,廖偉翔,廖偉翔,877,2
652438848137404,連勝文,連勝文,848,1
1448047902111768,顏寬恒,顏寬恒,835,3
