Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
102329728050606,Yes23,Yes23,16710,58
108695110952294,Greens MPs,Greens MPs,4908,31
334563333634959,Australian Government Department of Education,Australian Government Department of Education,4720,7
532962446729390,Australian Families,Department of Social Services,4635,49
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4378,415
101589645013040,Thrive by Five,Thrive By Five,3026,22
171208803080734,Simon Birmingham,Simon Birmingham,2731,12
299753643444311,AEC,Australian Electoral Commission,2337,2
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,1838,13
182564410468,Australia for UNHCR,Australia for UNHCR,1665,98
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,1598,12
1622506634677043,Senator Jacinta Nampijinpa Price,Jacinta Nampijinpa Price,1573,24
160054227468,World Vision Australia,World Vision Australia,1512,12
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1417,36
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,1349,71
161854162881,Greenfleet,Greenfleet,1327,58
89794331215,Oxfam,Oxfam Australia,1230,73
104180525925926,Fair Australia,Advance Australia,1166,32
1776727752614025,Glencore,Glencore Australia,1144,12
125686330922725,Western Power,Western Power Corporation,1073,4
107492935010781,Kylea Tink for North Sydney,Kylea Tink,1066,7
92824008332,Plan International Australia,Plan International Australia,983,23
266250683397747,Queensland Treasury,Queensland Treasury,920,106
494820897261439,Bank Australia,Bank Australia,887,43
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,881,12
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,879,13
36002998891,City of Sydney,City of Sydney,844,7
1621692424754301,Minderoo Foundation,Minderoo Foundation,821,8
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,817,36
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,808,12
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,803,39
191414167860517,David Littleproud MP,David Littleproud MP,725,26
103259978010848,SA Government,South Australian Government,717,21
105140971475089,Chuffed.org - Australia,Chuffed.org,716,6
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,712,2
117806591312470,Not Enough,Advance Australia,702,18
181578525342930,Master Builders Australia,Master Builders Australia,689,13
174666115898903,Jerome Laxale MP,Jerome Laxale,684,13
8422338499,The Wilderness Society,The Wilderness Society,681,55
362805317148988,Keith Pitt,Keith Pitt,661,6
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,660,13
471390022952217,APPEA - Our Natural Advantage,APPEA,628,49
