Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,18045,57
311627208673,WWF UK,WWF UK,6923,67
102639461303190,Fair Pay For All,Fair Pay For All,6331,221
7214031395,Oxfam Great Britain,Oxfam Great Britain,5315,62
7715002593,UNICEF UK,Unicef UK,4478,49
6233536938,War Child UK,War Child UK,2781,9
9250349228,Greenpeace UK,Greenpeace UK,2235,51
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2087,19
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1859,15
841894835830532,Electoral Commission UK,Electoral Commission UK,1824,59
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1562,20
25749647410,The Labour Party,The Labour Party,1368,593
8807334278,Conservatives,The Conservative Party,1305,12
408582579294175,UK government,UK Government,1263,4
799576543492660,The Week Junior,The Week Junior,1184,31
7527864602,WaterAid UK,WaterAid UK,1138,84
514212165305248,Leigh Day,Leigh Day,1121,44
139695000173,Good Energy,Good Energy,870,23
10677003998,Shelter,Shelter,772,390
200480966638039,Supremacy 1914,These ads ran without a disclaimer,758,3
35671512696,World Animal Protection UK,World Animal Protection UK,746,40
7043497714,Christian Aid,Christian Aid,683,18
34044296391,Surfers Against Sewage,Surfers Against Sewage,668,30
46074836918,The Trussell Trust,Trussell Trust,652,9
121936349543,World Vision UK,World Vision UK,633,66
107310464728068,Britain Remade,BRM Futures Limited,614,35
143837658998810,WWT,Wildfowl and Wetlands Trust,600,8
18168505158,The Woodland Trust,Woodland Trust,594,32
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,594,14
59367068326,The Ramblers,The Ramblers,590,7
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",574,10
177855115588808,The Week UK,The Week UK,530,23
401847960644025,Extinction Rebellion UK,Extinction Rebellion,521,44
40409120801,Refugee Council,Refugee Council,503,8
208573062515662,Freedom from Torture,Freedom from Torture,478,93
117476785190,Save the Children UK,Save the Children UK,476,20
101958682650112,ESG UK,Energy Saving Grants,448,68
220543443746,International Rescue Committee - UK,International Rescue Committee UK,434,19
13047522725,Crimestoppers,Crimestoppers,433,36
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,433,4
10114144851,NSPCC,NSPCC,421,7
122052607808255,CAGE,CAGE,405,3
1660600037490738,Guardian Labs,Guardian Labs,391,25
2047806148766050,Animal Equality UK,Animal Equality UK,387,3
112712550420527,Ekō UK,Ekō,385,4
19529811722,Save An Orphan,These ads ran without a disclaimer,384,18
159969930741814,The Wildlife Trusts,The Wildlife Trusts,375,17
116625838402686,FareShare,FareShare,366,20
195754307110390,Right To Life UK,Right To Life UK,366,17
47612991154,Dignity in Dying,Dignity in Dying,350,22
61950489543,Labour North West,The Labour Party,347,22
358706239805,Scope,Scope,335,3
158077247591710,Refuge,Refuge,334,23
137385490131,Electoral Reform Society,Electoral Reform Society,330,72
490858150969676,5Pillars,5Pillars,329,6
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,296,77
10499876484,Compassion in World Farming,Compassion in World Farming,284,21
274651352565844,Oltco Ltd,Oltco Ltd,279,113
108951391565231,Help to Heat,Huw John Llewellyn,278,12
116410721348434,Liberate Liverpool,Liberate Liverpool,277,49
1586251881644270,Keir Starmer,The Labour Party,270,197
246872175166,Action Against Hunger UK,Action Against Hunger UK,265,149
358126247463,Speech and Language UK,Speech and Language UK,265,8
39605200520,ActionAid UK,ActionAid UK,242,17
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,242,24
601388547012748,Ecologi,Ecologi,231,58
103273814470,SolarAid,SolarAid,230,23
6406164817,Viva!,Viva! Vegan Charity,200,1
249209468838241,Good Law Project,Good Law Project,194,38
200006375787,38 Degrees,38 Degrees,184,11
290498754454402,European Movement UK,European Movement UK,182,6
156483561056782,Magic Breakfast,Magic Breakfast,180,44
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,178,13
26698813123,British Red Cross,British Red Cross,166,15
10986039307,VSO,VSO,166,8
110538548040758,Care2 UK,John Ayling & Associates,165,12
1046117708754519,Care4Calais,Care4Calais,164,17
103004792660944,Longleaf Valley,These ads ran without a disclaimer,154,3
103835971750,Orbis UK,Orbis UK,154,16
18933990398,Stonewall,Stonewall UK,154,6
442816382865338,Social Security Scotland,Social Security Scotland,149,4
319720638145510,NatureScot,NatureScot,145,4
313376249090900,The Humane League UK,The Humane League UK,145,28
106205865302441,Just Stop Oil,Just Stop Oil,143,27
13533633585,National Trust,National Trust,141,3
361357197279177,Ashford Conservatives,Ashford Constituency Conservative Association,137,23
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,134,1
120712674673605,Plymouth City Council,Plymouth City Council,132,6
110100268235797,Hyphen,Link Media Corporation Ltd,131,21
101255718164248,350 UK,350.org,131,8
131782560241194,Bionic,These ads ran without a disclaimer,126,2
18044497940,Plan International UK,Plan International UK,124,16
1442281879390484,Conservatives - Thurrock & Basildon,Basildon and Thurrock Conservatives,121,1
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,121,26
632184833605348,YouPolitics.uk,Robin Michael Horsley,119,4
11055104471,ONE,ONE Against Poverty (UK),118,25
169042736456594,All Out,All Out,114,8
108906498687347,Knife Sentence,Knife Sentence,114,12
104659471147991,City of Leicester Conservatives,City of Leicester Conservative Federation,111,15
111503161740182,AGBI,AGBI,110,12
102962406443212,WWF Cymru,WWF Cymru,109,4
71409503111,Manchester City Council,Manchester City Council,107,1
713179875369048,London Gov,The Greater London Authority,107,39
114651147002520,SSE Energy Solutions,SSE,107,9
346684596111093,KinKind,KinKind Ltd,106,8
804917826282199,Elmbridge Liberal Democrats,Jaska Alanko,105,16
685018844928882,Labour North,The Labour Party,103,15
6708565748,CBM UK,CBM UK,≤100,5
228393814606663,West of England Combined Authority,West of England Combined Authority,≤100,1
121956537496618,Christopher Mountain,Christopher Kenneth Mountain,≤100,2
698773137204706,Give My View,Built-ID,≤100,5
490007667679401,Hugh James,Hugh James,≤100,3
405878589875004,Aid 4 Ummah,These ads ran without a disclaimer,≤100,1
763665157015124,Silver Voices,Silver Voices,≤100,1
37981137361,The Children's Society,The Children's Society,≤100,10
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,≤100,1
7231383046,RSPCA (England & Wales),RSPCA (England & Wales),≤100,1
965312526817132,Ashford Labour,Ashford Constituency Labour Party,≤100,39
16340868161,Northern Ireland Human Rights Commission,Northern Ireland Human Rights Commission,≤100,19
111339325988454,The Coders Guild,The Coders Guild,≤100,4
212038972186253,Transport for London,Transport for London,≤100,1
391643007520822,Mid Suffolk Green Party,Mid Suffolk Green Party,≤100,38
8422578815,Soil Association,Soil Association,≤100,14
126261804063269,Surrey County Council,Surrey County Council,≤100,3
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100,39
8126393663,MS Society UK,MS Society UK,≤100,2
210400546162648,Development Bank of Wales,Development Bank of Wales,≤100,17
135456716565905,Guardian Jobs,Guardian Jobs,≤100,12
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100,10
249618799243125,South Norfolk Conservatives,South Norfolk Conservatives,≤100,43
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100,46
202798122688,Chatham House,Chatham House,≤100,1
102251318064432,Organon,These ads ran without a disclaimer,≤100,1
7950759473,Cancer Research UK,Cancer Research UK,≤100,3
13655260370,Penguin Books,Penguin Books,≤100,3
657070411062471,Anas Sarwar,Scottish Labour Party,≤100,13
100854403381908,Pay Justice,Pay Justice,≤100,1
183578656917,Wellcome Trust,Wellcome Trust,≤100,8
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,≤100,3
