Location name,Amount spent (NOK)
Akershus,10039
Aust-Agder,1973
Buskerud,4362
Finnmark,1133
Hedmark,3048
Hordaland,10077
Møre og Romsdal,4047
Nord-Trøndelag,1768
Nordland,3647
Oppland,2830
Oslo,10494
Rogaland,5999
Sogn og Fjordane,1255
Sør-Trøndelag,5942
Telemark,3322
Troms,2915
Unknown,≤100
Vest-Agder,2939
Vestfold,3764
Østfold,5303
